Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u1	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u2	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-IL	Grupo Parlamentar do Iniciativa Liberal	Opposition	Centre-right to right	JoãoFernandoCotrimdeFigueiredo	Fernando Cotrim de Figueiredo, João	M	1961	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u3	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u4	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-CH	Grupo Parlamentar do Chega	Opposition	Right to far-right	AndréClaroAmaralVentura	Claro Amaral Ventura, André	M	1983	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u5	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-CH	Grupo Parlamentar do Chega	Opposition	Right to far-right	AndréClaroAmaralVentura	Claro Amaral Ventura, André	M	1983	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u6	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u7	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-PEV	Grupo Parlamentar do Partido Ecologista "Os Verdes"	Opposition	Left	MarianadaConceiçãoPereiradaSilva	da Conceição Pereira da Silva, Mariana	F	1982	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u8	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u9	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-PAN	Grupo Parlamentar do Pessoas-Animais-Natureza	Opposition	Centre-left	AndréLourençoeSilva	Lourenço e Silva, André	M	1976	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u10	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u11	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-CDS-PP	Grupo Parlamentar do Centro Democrático Social - Partido Popular	Opposition	Centre-right to right	AntónioPedroCarvalhoMoraisSoares	Pedro Carvalho Morais Soares, António	M	1977	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u12	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u13	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-PCP	Grupo Parlamentar do Partido Comunista Português	Opposition	Left to far-left	AlmaBenedettiCroceRivera	Benedetti Croce Rivera, Alma	F	1991	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u14	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u15	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-BE	Grupo Parlamentar do Bloco de Esquerda	Opposition	Left to far-left	BeatrizGebalinaPereiraGomesDias	Gebalina Pereira Gomes Dias, Beatriz	F	1971	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u16	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u17	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-PSD	Grupo Parlamentar do Partido Social Democrata	Opposition	Centre-right	RuiFernandodaSilvaRio	Fernando da Silva Rio, Rui	M	1957	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u18	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u19	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	AlexandreTiedtkeQuintanilha	Tiedtke Quintanilha, Alexandre	M	1945	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u20	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u21	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	MarceloNunoDuarteRebelodeSousa	Nuno Duarte Rebelo de Sousa, Marcelo	M	1948	
ParlaMint-PT-en_2021-04-25	ParlaMint-PT_2021-04-25.u22	Minutes of the Assembly of the Portuguese Republic, Session 2, Number 59	2021-04-25	Unicameralism	Série I - XIV Legislatura	Sessão 2	Número 59	25.04.2021	-	COVID	English	Chairperson	MP	notMinister	GP-PS	Grupo Parlamentar do Partido Socialista	Coalition	Centre-left	EduardoLuísBarretoFerroRodrigues	Luís Barreto Ferro Rodrigues, Eduardo	M	1949	
