Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-03-12-20191-M74	ParlaMint-DK_20200312234501	Hansard of the session of the Danish Parliament (Folketinget), 20191, M74 (2020-03-12), final version	2020-03-12	Unicameralism	Regeringen Mette Frederiksen	20191	M74	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-12-20191-M74	ParlaMint-DK_20200312234507	Hansard of the session of the Danish Parliament (Folketinget), 20191, M74 (2020-03-12), final version	2020-03-12	Unicameralism	Regeringen Mette Frederiksen	20191	M74	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-12-20191-M74	ParlaMint-DK_20200312234518	Hansard of the session of the Danish Parliament (Folketinget), 20191, M74 (2020-03-12), final version	2020-03-12	Unicameralism	Regeringen Mette Frederiksen	20191	M74	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-12-20191-M74	ParlaMint-DK_20200312234550	Hansard of the session of the Danish Parliament (Folketinget), 20191, M74 (2020-03-12), final version	2020-03-12	Unicameralism	Regeringen Mette Frederiksen	20191	M74	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-12-20191-M74	ParlaMint-DK_20200312234709	Hansard of the session of the Danish Parliament (Folketinget), 20191, M74 (2020-03-12), final version	2020-03-12	Unicameralism	Regeringen Mette Frederiksen	20191	M74	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
