Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-03-17-20191-M77	ParlaMint-DK_20200317100003	Hansard of the session of the Danish Parliament (Folketinget), 20191, M77 (2020-03-17), final version	2020-03-17	Unicameralism	Regeringen Mette Frederiksen	20191	M77	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-17-20191-M77	ParlaMint-DK_20200317100132	Hansard of the session of the Danish Parliament (Folketinget), 20191, M77 (2020-03-17), final version	2020-03-17	Unicameralism	Regeringen Mette Frederiksen	20191	M77	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-17-20191-M77	ParlaMint-DK_20200317100153	Hansard of the session of the Danish Parliament (Folketinget), 20191, M77 (2020-03-17), final version	2020-03-17	Unicameralism	Regeringen Mette Frederiksen	20191	M77	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-17-20191-M77	ParlaMint-DK_20200317100213	Hansard of the session of the Danish Parliament (Folketinget), 20191, M77 (2020-03-17), final version	2020-03-17	Unicameralism	Regeringen Mette Frederiksen	20191	M77	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-17-20191-M77	ParlaMint-DK_20200317100231	Hansard of the session of the Danish Parliament (Folketinget), 20191, M77 (2020-03-17), final version	2020-03-17	Unicameralism	Regeringen Mette Frederiksen	20191	M77	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-03-17-20191-M77	ParlaMint-DK_20200317100251	Hansard of the session of the Danish Parliament (Folketinget), 20191, M77 (2020-03-17), final version	2020-03-17	Unicameralism	Regeringen Mette Frederiksen	20191	M77	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
