Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-09-29-20191-M151	ParlaMint-DK_20200929130004	Hansard of the session of the Danish Parliament (Folketinget), 20191, M151 (2020-09-29), preliminary version	2020-09-29	Unicameralism	Regeringen Mette Frederiksen	20191	M151	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-09-29-20191-M151	ParlaMint-DK_20200929130031	Hansard of the session of the Danish Parliament (Folketinget), 20191, M151 (2020-09-29), preliminary version	2020-09-29	Unicameralism	Regeringen Mette Frederiksen	20191	M151	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-09-29-20191-M151	ParlaMint-DK_20200929130043	Hansard of the session of the Danish Parliament (Folketinget), 20191, M151 (2020-09-29), preliminary version	2020-09-29	Unicameralism	Regeringen Mette Frederiksen	20191	M151	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-09-29-20191-M151	ParlaMint-DK_20200929130102	Hansard of the session of the Danish Parliament (Folketinget), 20191, M151 (2020-09-29), preliminary version	2020-09-29	Unicameralism	Regeringen Mette Frederiksen	20191	M151	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-09-29-20191-M151	ParlaMint-DK_20200929130119	Hansard of the session of the Danish Parliament (Folketinget), 20191, M151 (2020-09-29), preliminary version	2020-09-29	Unicameralism	Regeringen Mette Frederiksen	20191	M151	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
