Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-11-03-20201-M9	ParlaMint-DK_20201103130007	Hansard of the session of the Danish Parliament (Folketinget), 20201, M9 (2020-11-03), preliminary version	2020-11-03	Unicameralism	Regeringen Mette Frederiksen	20201	M9	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-03-20201-M9	ParlaMint-DK_20201103130212	Hansard of the session of the Danish Parliament (Folketinget), 20201, M9 (2020-11-03), preliminary version	2020-11-03	Unicameralism	Regeringen Mette Frederiksen	20201	M9	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-03-20201-M9	ParlaMint-DK_20201103130231	Hansard of the session of the Danish Parliament (Folketinget), 20201, M9 (2020-11-03), preliminary version	2020-11-03	Unicameralism	Regeringen Mette Frederiksen	20201	M9	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-03-20201-M9	ParlaMint-DK_20201103130327	Hansard of the session of the Danish Parliament (Folketinget), 20201, M9 (2020-11-03), preliminary version	2020-11-03	Unicameralism	Regeringen Mette Frederiksen	20201	M9	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-03-20201-M9	ParlaMint-DK_20201103130512	Hansard of the session of the Danish Parliament (Folketinget), 20201, M9 (2020-11-03), preliminary version	2020-11-03	Unicameralism	Regeringen Mette Frederiksen	20201	M9	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
