Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130006	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130045	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130107	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Regular	MP	notMinister	NB	Nye Borgerlige	Opposition	Right to far-right	MathiesenLarsBoje	Mathiesen, Lars Boje	M	1975	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130138	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130147	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130327	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130339	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
ParlaMint-DK-en_2020-08-17-20191-M141	ParlaMint-DK_20200817130415	Hansard of the session of the Danish Parliament (Folketinget), 20191, M141 (2020-08-17), preliminary version	2020-08-17	Unicameralism	Regeringen Mette Frederiksen	20191	M141	-	-	COVID	English	Chairperson	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	TorpTrine	Torp, Trine	F	1970	
