Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090002	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090101	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090113	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090139	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090205	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090222	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090245	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090316	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090336	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-06-25-20191-M137	ParlaMint-DK_20200625090349	Hansard of the session of the Danish Parliament (Folketinget), 20191, M137 (2020-06-25), preliminary version	2020-06-25	Unicameralism	Regeringen Mette Frederiksen	20191	M137	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
