Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100039	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100108	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100121	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100142	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100202	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100245	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2020-09-10-20191-M147	ParlaMint-DK_20200910100327	Hansard of the session of the Danish Parliament (Folketinget), 20191, M147 (2020-09-10), preliminary version	2020-09-10	Unicameralism	Regeringen Mette Frederiksen	20191	M147	-	-	COVID	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	Opposition	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
