Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100013	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100221	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100236	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100259	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100316	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100335	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100352	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
ParlaMint-DK-en_2020-03-26-20191-M84	ParlaMint-DK_20200326100419	Hansard of the session of the Danish Parliament (Folketinget), 20191, M84 (2020-03-26), final version	2020-03-26	Unicameralism	Regeringen Mette Frederiksen	20191	M84	-	-	COVID	English	Chairperson	MP	notMinister	V	Venstre	Opposition	Centre-right	EllemannKaren	Ellemann, Karen	F	1969	
