Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2020-11-12-20201-M15	ParlaMint-DK_20201112100003	Hansard of the session of the Danish Parliament (Folketinget), 20201, M15 (2020-11-12), preliminary version	2020-11-12	Unicameralism	Regeringen Mette Frederiksen	20201	M15	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-12-20201-M15	ParlaMint-DK_20201112100007	Hansard of the session of the Danish Parliament (Folketinget), 20201, M15 (2020-11-12), preliminary version	2020-11-12	Unicameralism	Regeringen Mette Frederiksen	20201	M15	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-12-20201-M15	ParlaMint-DK_20201112100019	Hansard of the session of the Danish Parliament (Folketinget), 20201, M15 (2020-11-12), preliminary version	2020-11-12	Unicameralism	Regeringen Mette Frederiksen	20201	M15	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-12-20201-M15	ParlaMint-DK_20201112100048	Hansard of the session of the Danish Parliament (Folketinget), 20201, M15 (2020-11-12), preliminary version	2020-11-12	Unicameralism	Regeringen Mette Frederiksen	20201	M15	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2020-11-12-20201-M15	ParlaMint-DK_20201112100102	Hansard of the session of the Danish Parliament (Folketinget), 20201, M15 (2020-11-12), preliminary version	2020-11-12	Unicameralism	Regeringen Mette Frederiksen	20201	M15	-	-	COVID	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
