Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120002	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120103	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120128	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120150	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120215	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120332	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120432	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003120453	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Regular	MP	Minister	V	Venstre	Coalition	Centre-right	RasmussenLarsLøkke	Rasmussen, Lars Løkke	M	1964	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003124756	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
ParlaMint-DK-en_2017-10-03-20171-M1	ParlaMint-DK_20171003124807	Hansard of the session of the Danish Parliament (Folketinget), 20171, M1 (2017-10-03), final version	2017-10-03	Unicameralism	Regeringen Lars Løkke Rasmussen III	20171	M1	-	-	Reference	English	Chairperson	MP	notMinister	DF	Dansk Folkeparti	-	Right	KjærsgaardPia	Kjærsgaard, Pia	F	1947	
