Session,Date,Left,Centre,Right
ParlaMint-PT-en_2015-01-07-meta.tsv,2015-01-07,23,0,22
ParlaMint-PT-en_2015-01-08-meta.tsv,2015-01-08,24,0,21
ParlaMint-PT-en_2015-01-09-meta.tsv,2015-01-09,23,0,20
ParlaMint-PT-en_2015-01-14-meta.tsv,2015-01-14,21,0,16
ParlaMint-PT-en_2015-01-15-meta.tsv,2015-01-15,14,0,13
ParlaMint-PT-en_2015-01-16-meta.tsv,2015-01-16,15,0,9
ParlaMint-PT-en_2015-01-21-meta.tsv,2015-01-21,19,0,16
ParlaMint-PT-en_2015-01-22-meta.tsv,2015-01-22,32,0,24
ParlaMint-PT-en_2015-01-28-meta.tsv,2015-01-28,23,0,20
ParlaMint-PT-en_2015-01-29-meta.tsv,2015-01-29,20,0,18
ParlaMint-PT-en_2015-01-30-meta.tsv,2015-01-30,18,0,11
ParlaMint-PT-en_2015-02-04-meta.tsv,2015-02-04,21,0,18
ParlaMint-PT-en_2015-02-05-meta.tsv,2015-02-05,23,0,20
ParlaMint-PT-en_2015-02-06-meta.tsv,2015-02-06,16,0,17
ParlaMint-PT-en_2015-02-11-meta.tsv,2015-02-11,16,0,16
ParlaMint-PT-en_2015-02-12-meta.tsv,2015-02-12,23,0,18
ParlaMint-PT-en_2015-02-13-meta.tsv,2015-02-13,19,0,20
ParlaMint-PT-en_2015-02-18-meta.tsv,2015-02-18,13,0,18
ParlaMint-PT-en_2015-02-19-meta.tsv,2015-02-19,19,0,15
ParlaMint-PT-en_2015-02-20-meta.tsv,2015-02-20,19,0,13
ParlaMint-PT-en_2015-02-25-meta.tsv,2015-02-25,22,0,20
ParlaMint-PT-en_2015-02-26-meta.tsv,2015-02-26,19,0,15
ParlaMint-PT-en_2015-02-27-meta.tsv,2015-02-27,13,0,12
ParlaMint-PT-en_2015-03-04-meta.tsv,2015-03-04,11,0,16
ParlaMint-PT-en_2015-03-05-meta.tsv,2015-03-05,23,0,18
ParlaMint-PT-en_2015-03-06-meta.tsv,2015-03-06,18,0,15
ParlaMint-PT-en_2015-03-11-meta.tsv,2015-03-11,13,0,13
ParlaMint-PT-en_2015-03-12-meta.tsv,2015-03-12,22,0,16
ParlaMint-PT-en_2015-03-18-meta.tsv,2015-03-18,27,0,15
ParlaMint-PT-en_2015-03-19-meta.tsv,2015-03-19,23,0,11
ParlaMint-PT-en_2015-03-20-meta.tsv,2015-03-20,22,0,15
ParlaMint-PT-en_2015-03-25-meta.tsv,2015-03-25,23,0,20
ParlaMint-PT-en_2015-03-26-meta.tsv,2015-03-26,17,0,17
ParlaMint-PT-en_2015-03-27-meta.tsv,2015-03-27,17,0,19
ParlaMint-PT-en_2015-04-01-meta.tsv,2015-04-01,9,0,7
ParlaMint-PT-en_2015-04-02-meta.tsv,2015-04-02,18,0,20
ParlaMint-PT-en_2015-04-08-meta.tsv,2015-04-08,12,0,19
ParlaMint-PT-en_2015-04-09-meta.tsv,2015-04-09,17,0,14
ParlaMint-PT-en_2015-04-10-meta.tsv,2015-04-10,25,0,24
ParlaMint-PT-en_2015-04-15-meta.tsv,2015-04-15,21,0,11
ParlaMint-PT-en_2015-04-16-meta.tsv,2015-04-16,17,0,21
ParlaMint-PT-en_2015-04-17-meta.tsv,2015-04-17,17,0,12
ParlaMint-PT-en_2015-04-22-meta.tsv,2015-04-22,14,0,17
ParlaMint-PT-en_2015-04-23-meta.tsv,2015-04-23,17,0,15
ParlaMint-PT-en_2015-04-24-meta.tsv,2015-04-24,15,0,19
ParlaMint-PT-en_2015-04-25-meta.tsv,2015-04-25,5,0,3
ParlaMint-PT-en_2015-04-29-meta.tsv,2015-04-29,15,0,15
ParlaMint-PT-en_2015-04-30-meta.tsv,2015-04-30,24,0,24
ParlaMint-PT-en_2015-05-06-meta.tsv,2015-05-06,15,0,11
ParlaMint-PT-en_2015-05-07-meta.tsv,2015-05-07,17,0,18
ParlaMint-PT-en_2015-05-08-meta.tsv,2015-05-08,18,0,21
ParlaMint-PT-en_2015-05-13-meta.tsv,2015-05-13,21,0,19
ParlaMint-PT-en_2015-05-14-meta.tsv,2015-05-14,9,0,10
ParlaMint-PT-en_2015-05-15-meta.tsv,2015-05-15,24,0,27
ParlaMint-PT-en_2015-05-20-meta.tsv,2015-05-20,16,0,10
ParlaMint-PT-en_2015-05-21-meta.tsv,2015-05-21,20,0,20
ParlaMint-PT-en_2015-05-22-meta.tsv,2015-05-22,21,0,21
ParlaMint-PT-en_2015-05-27-meta.tsv,2015-05-27,19,0,17
ParlaMint-PT-en_2015-05-28-meta.tsv,2015-05-28,16,0,16
ParlaMint-PT-en_2015-05-29-meta.tsv,2015-05-29,17,0,17
ParlaMint-PT-en_2015-06-03-meta.tsv,2015-06-03,8,0,10
ParlaMint-PT-en_2015-06-04-meta.tsv,2015-06-04,8,0,12
ParlaMint-PT-en_2015-06-05-meta.tsv,2015-06-05,16,0,15
ParlaMint-PT-en_2015-06-11-meta.tsv,2015-06-11,13,0,13
ParlaMint-PT-en_2015-06-12-meta.tsv,2015-06-12,23,0,23
ParlaMint-PT-en_2015-06-17-meta.tsv,2015-06-17,16,0,11
ParlaMint-PT-en_2015-06-18-meta.tsv,2015-06-18,12,0,10
ParlaMint-PT-en_2015-06-19-meta.tsv,2015-06-19,21,0,19
ParlaMint-PT-en_2015-06-24-meta.tsv,2015-06-24,19,0,22
ParlaMint-PT-en_2015-06-25-meta.tsv,2015-06-25,21,0,16
ParlaMint-PT-en_2015-06-26-meta.tsv,2015-06-26,25,0,24
ParlaMint-PT-en_2015-07-01-meta.tsv,2015-07-01,22,0,28
ParlaMint-PT-en_2015-07-02-meta.tsv,2015-07-02,21,0,19
ParlaMint-PT-en_2015-07-03-meta.tsv,2015-07-03,32,0,28
ParlaMint-PT-en_2015-07-08-meta.tsv,2015-07-08,37,0,16
ParlaMint-PT-en_2015-07-22-meta.tsv,2015-07-22,25,0,28
ParlaMint-PT-en_2015-09-09-meta.tsv,2015-09-09,4,0,8
ParlaMint-PT-en_2015-10-21-meta.tsv,2015-10-21,4,0,6
ParlaMint-PT-en_2015-10-23-meta.tsv,2015-10-23,7,0,5
ParlaMint-PT-en_2015-10-28-meta.tsv,2015-10-28,1,0,1
ParlaMint-PT-en_2015-11-09-meta.tsv,2015-11-09,27,0,19
ParlaMint-PT-en_2015-11-10-meta.tsv,2015-11-10,25,0,20
ParlaMint-PT-en_2015-11-11-meta.tsv,2015-11-11,5,0,3
ParlaMint-PT-en_2015-11-18-meta.tsv,2015-11-18,26,0,16
ParlaMint-PT-en_2015-11-19-meta.tsv,2015-11-19,21,0,12
ParlaMint-PT-en_2015-11-20-meta.tsv,2015-11-20,25,0,22
ParlaMint-PT-en_2015-11-25-meta.tsv,2015-11-25,21,0,18
ParlaMint-PT-en_2015-11-26-meta.tsv,2015-11-26,21,0,13
ParlaMint-PT-en_2015-11-27-meta.tsv,2015-11-27,23,0,17
ParlaMint-PT-en_2015-12-02-meta.tsv,2015-12-02,33,0,23
ParlaMint-PT-en_2015-12-03-meta.tsv,2015-12-03,26,0,14
ParlaMint-PT-en_2015-12-09-meta.tsv,2015-12-09,24,0,16
ParlaMint-PT-en_2015-12-10-meta.tsv,2015-12-10,16,0,13
ParlaMint-PT-en_2015-12-11-meta.tsv,2015-12-11,27,0,15
ParlaMint-PT-en_2015-12-16-meta.tsv,2015-12-16,16,0,9
ParlaMint-PT-en_2015-12-17-meta.tsv,2015-12-17,25,0,20
ParlaMint-PT-en_2015-12-18-meta.tsv,2015-12-18,30,0,23
ParlaMint-PT-en_2015-12-23-meta.tsv,2015-12-23,14,0,13
ParlaMint-PT-en_2016-01-06-meta.tsv,2016-01-06,22,0,18
ParlaMint-PT-en_2016-01-07-meta.tsv,2016-01-07,24,0,16
ParlaMint-PT-en_2016-01-08-meta.tsv,2016-01-08,35,0,19
ParlaMint-PT-en_2016-01-13-meta.tsv,2016-01-13,18,0,14
ParlaMint-PT-en_2016-01-14-meta.tsv,2016-01-14,18,0,13
ParlaMint-PT-en_2016-01-15-meta.tsv,2016-01-15,12,0,13
ParlaMint-PT-en_2016-01-20-meta.tsv,2016-01-20,28,0,17
ParlaMint-PT-en_2016-01-21-meta.tsv,2016-01-21,20,0,15
ParlaMint-PT-en_2016-01-22-meta.tsv,2016-01-22,26,0,14
ParlaMint-PT-en_2016-01-27-meta.tsv,2016-01-27,16,0,11
ParlaMint-PT-en_2016-01-28-meta.tsv,2016-01-28,20,0,14
ParlaMint-PT-en_2016-01-29-meta.tsv,2016-01-29,18,0,12
ParlaMint-PT-en_2016-02-03-meta.tsv,2016-02-03,24,0,19
ParlaMint-PT-en_2016-02-04-meta.tsv,2016-02-04,21,0,15
ParlaMint-PT-en_2016-02-05-meta.tsv,2016-02-05,19,0,15
ParlaMint-PT-en_2016-02-10-meta.tsv,2016-02-10,22,0,13
ParlaMint-PT-en_2016-02-11-meta.tsv,2016-02-11,28,0,20
ParlaMint-PT-en_2016-02-12-meta.tsv,2016-02-12,21,0,14
ParlaMint-PT-en_2016-02-22-meta.tsv,2016-02-22,22,0,24
ParlaMint-PT-en_2016-02-23-meta.tsv,2016-02-23,38,0,24
ParlaMint-PT-en_2016-03-09-meta.tsv,2016-03-09,2,0,1
ParlaMint-PT-en_2016-03-10-meta.tsv,2016-03-10,27,0,28
ParlaMint-PT-en_2016-03-14-meta.tsv,2016-03-14,38,0,21
ParlaMint-PT-en_2016-03-15-meta.tsv,2016-03-15,32,0,19
