Session,Date,Left,Centre,Right
ParlaMint-DK-en_2014-10-07-20141-M1-meta.tsv,2014-10-07,2,0,1
ParlaMint-DK-en_2014-10-08-20141-M2-meta.tsv,2014-10-08,1,0,0
ParlaMint-DK-en_2014-10-09-20141-M3-meta.tsv,2014-10-09,38,0,27
ParlaMint-DK-en_2014-10-10-20141-M4-meta.tsv,2014-10-10,6,0,5
ParlaMint-DK-en_2014-10-21-20141-M5-meta.tsv,2014-10-21,7,0,5
ParlaMint-DK-en_2014-10-22-20141-M6-meta.tsv,2014-10-22,9,0,9
ParlaMint-DK-en_2014-10-23-20141-M7-meta.tsv,2014-10-23,17,0,14
ParlaMint-DK-en_2014-10-24-20141-M8-meta.tsv,2014-10-24,13,0,8
ParlaMint-DK-en_2014-10-30-20141-M9-meta.tsv,2014-10-30,20,0,14
ParlaMint-DK-en_2014-10-31-20141-M10-meta.tsv,2014-10-31,1,0,0
ParlaMint-DK-en_2014-10-31-20141-M11-meta.tsv,2014-10-31,9,0,9
ParlaMint-DK-en_2014-11-04-20141-M12-meta.tsv,2014-11-04,15,0,16
ParlaMint-DK-en_2014-11-05-20141-M13-meta.tsv,2014-11-05,8,0,12
ParlaMint-DK-en_2014-11-06-20141-M14-meta.tsv,2014-11-06,14,0,13
ParlaMint-DK-en_2014-11-07-20141-M15-meta.tsv,2014-11-07,11,0,10
ParlaMint-DK-en_2014-11-11-20141-M16-meta.tsv,2014-11-11,13,0,10
ParlaMint-DK-en_2014-11-12-20141-M17-meta.tsv,2014-11-12,10,0,14
ParlaMint-DK-en_2014-11-13-20141-M18-meta.tsv,2014-11-13,14,0,12
ParlaMint-DK-en_2014-11-14-20141-M19-meta.tsv,2014-11-14,6,0,8
ParlaMint-DK-en_2014-11-18-20141-M20-meta.tsv,2014-11-18,18,0,15
ParlaMint-DK-en_2014-11-19-20141-M21-meta.tsv,2014-11-19,10,0,14
ParlaMint-DK-en_2014-11-20-20141-M22-meta.tsv,2014-11-20,29,0,23
ParlaMint-DK-en_2014-11-21-20141-M23-meta.tsv,2014-11-21,17,0,12
ParlaMint-DK-en_2014-11-25-20141-M24-meta.tsv,2014-11-25,15,0,16
ParlaMint-DK-en_2014-11-26-20141-M25-meta.tsv,2014-11-26,10,0,14
ParlaMint-DK-en_2014-11-27-20141-M26-meta.tsv,2014-11-27,15,0,10
ParlaMint-DK-en_2014-11-28-20141-M27-meta.tsv,2014-11-28,21,0,17
ParlaMint-DK-en_2014-12-02-20141-M28-meta.tsv,2014-12-02,29,0,22
ParlaMint-DK-en_2014-12-03-20141-M29-meta.tsv,2014-12-03,14,0,19
ParlaMint-DK-en_2014-12-04-20141-M30-meta.tsv,2014-12-04,13,0,13
ParlaMint-DK-en_2014-12-05-20141-M31-meta.tsv,2014-12-05,6,0,4
ParlaMint-DK-en_2014-12-09-20141-M32-meta.tsv,2014-12-09,10,0,7
ParlaMint-DK-en_2014-12-10-20141-M33-meta.tsv,2014-12-10,11,0,11
ParlaMint-DK-en_2014-12-11-20141-M34-meta.tsv,2014-12-11,21,0,13
ParlaMint-DK-en_2014-12-12-20141-M35-meta.tsv,2014-12-12,6,0,5
ParlaMint-DK-en_2014-12-16-20141-M36-meta.tsv,2014-12-16,12,0,8
ParlaMint-DK-en_2014-12-17-20141-M37-meta.tsv,2014-12-17,26,0,22
ParlaMint-DK-en_2014-12-18-20141-M38-meta.tsv,2014-12-18,21,0,13
ParlaMint-DK-en_2014-12-19-20141-M39-meta.tsv,2014-12-19,12,0,3
ParlaMint-DK-en_2015-01-13-20141-M40-meta.tsv,2015-01-13,10,0,8
ParlaMint-DK-en_2015-01-14-20141-M41-meta.tsv,2015-01-14,11,0,14
ParlaMint-DK-en_2015-01-15-20141-M42-meta.tsv,2015-01-15,24,0,18
ParlaMint-DK-en_2015-01-16-20141-M43-meta.tsv,2015-01-16,14,0,10
ParlaMint-DK-en_2015-01-20-20141-M44-meta.tsv,2015-01-20,20,0,14
ParlaMint-DK-en_2015-01-21-20141-M45-meta.tsv,2015-01-21,16,0,12
ParlaMint-DK-en_2015-01-22-20141-M46-meta.tsv,2015-01-22,13,0,11
ParlaMint-DK-en_2015-01-23-20141-M47-meta.tsv,2015-01-23,12,0,11
ParlaMint-DK-en_2015-01-27-20141-M48-meta.tsv,2015-01-27,15,0,16
ParlaMint-DK-en_2015-01-28-20141-M49-meta.tsv,2015-01-28,9,0,12
ParlaMint-DK-en_2015-01-29-20141-M50-meta.tsv,2015-01-29,16,0,12
ParlaMint-DK-en_2015-02-03-20141-M51-meta.tsv,2015-02-03,24,0,15
