Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Regular	MP	notMinister	AP	Attīstībai/Par!	-	Centre	BondarsMārtiņš	Bondars, Mārtiņš	M	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	-	Centre-right to right	KaimiņšArtuss	Kaimiņš, Artuss	M	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Regular	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	KolsRihards	Kols, Rihards	M	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	-	Centre-right	OzolaLinda	Ozola, Linda	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	-	Centre-right	StrīķeJuta	Strīķe, Juta	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GolubevaMarija	Golubeva, Marija	F	-	
ParlaMint-LV-en_2018-11-13-PT13-503	ParlaMint-LV_2018-11-13-PT13-503-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2018-11-13	2018-11-13	Unicameralism	13. sasaukums	-	Regulārā	2018-11-13	-	Reference	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	-	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
