Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-12-05-lower	ParlaMint-NO_2005-12-05-lower.ana.ud771e48	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-05	2005-12-05	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-05	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-05-lower	ParlaMint-NO_2005-12-05-lower.ana.ud771e64	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-05	2005-12-05	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-05	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-05-lower	ParlaMint-NO_2005-12-05-lower.ana.ud771e111	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-05	2005-12-05	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-05	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-05-lower	ParlaMint-NO_2005-12-05-lower.ana.ud771e121	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-05	2005-12-05	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-05	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-05-lower	ParlaMint-NO_2005-12-05-lower.ana.ud771e160	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-05	2005-12-05	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-05	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-05-lower	ParlaMint-NO_2005-12-05-lower.ana.ud771e170	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-05	2005-12-05	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-05	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
