Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-11-03	ParlaMint-NO_2005-11-03.ana.ud1646e32	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-03	2005-11-03	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-03	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-03	ParlaMint-NO_2005-11-03.ana.ud1646e35	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-03	2005-11-03	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-03	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PTA	Amundsen, Per-Willy	M	1971	
ParlaMint-NO-en_2005-11-03	ParlaMint-NO_2005-11-03.ana.ud1646e40	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-03	2005-11-03	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-03	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-03	ParlaMint-NO_2005-11-03.ana.ud1646e54	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-03	2005-11-03	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-03	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-03	ParlaMint-NO_2005-11-03.ana.ud1646e70	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-03	2005-11-03	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-03	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-03	ParlaMint-NO_2005-11-03.ana.ud1646e132	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-03	2005-11-03	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-03	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
