Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e104	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e120	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e136	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e152	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e168	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e184	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e200	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e216	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-04-26-upper	ParlaMint-NO_2005-04-26-upper.ana.ud1314e232	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-04-26	2005-04-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-04-26	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
