Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e56	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e65	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GHA	Halvorsen, Gunnar	M	1945	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e88	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.MORH	Høglund, Morten	M	1965	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e95	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e98	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.BJH	Hernæs, Bjørn	M	1936	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e111	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.HEIS	Sørensen, Heidi	F	1970	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e122	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e125	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.AWN	Wisløff Nilssen, Åse	F	1945	
ParlaMint-NO-en_2005-06-02-lower	ParlaMint-NO_2005-06-02-lower.ana.ud1250e155	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-02	2005-06-02	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-02	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
