Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e54	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e63	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.KSW	Woldseth, Karin S.	F	1954	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e89	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	Coalition	Left	person.MEH	Hansen, May	F	1953	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e108	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e124	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e140	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e148	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e186	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e198	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e208	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-12-13-lower	ParlaMint-NO_2005-12-13-lower.ana.ud2133e244	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-13	2005-12-13	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-13	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.BB	Brørby, Berit	F	1950	
