Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-11-02	ParlaMint-NO_2005-11-02.ana.ud1450e26	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-02	2005-11-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-02	ParlaMint-NO_2005-11-02.ana.ud1450e158	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-02	2005-11-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-02	ParlaMint-NO_2005-11-02.ana.ud1450e177	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-02	2005-11-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_2005-11-02	ParlaMint-NO_2005-11-02.ana.ud1450e5206	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-11-02	2005-11-02	Unicameralism	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-11-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
