Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e41	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e51	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e74	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e90	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e98	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e968	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e978	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e1024	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2005-05-19-lower	ParlaMint-NO_2005-05-19-lower.ana.ud124e1034	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-05-19	2005-05-19	Lower house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-05-19	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
