Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e128	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e144	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e160	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e176	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e192	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e208	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e224	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e240	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e256	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
ParlaMint-NO-en_2005-12-08-upper	ParlaMint-NO_2005-12-08-upper.ana.ud385e273	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.FMV	Vallersnes, Finn Martin	M	1945	
