Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e455	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e517	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e846	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e871	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e907	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e934	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e977	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e1024	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
ParlaMint-AT-en_2020-07-09-027-XXVII-NRSITZ-00048	ParlaMint-AT_2020-07-09-027-XXVII-NRSITZ-00048_d7e1138	Sitting Number 48, Legislative period XXVII, Thursday, 9. July 2020	2020-07-09	Lower house	Legislative period XXVII	-	-	Sitting 48	-	COVID	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	Coalition	Centre-right to right	PAD_88386	Sobotka, Wolfgang	M	1956	
