Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	Misto	Misto	-	-	StefanoDario	Stefano, Dario	M	1963	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	MatteoliAltero	Matteoli, Altero	M	1940	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	CaliendoGiacomo	Caliendo, Giacomo	M	1942	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	CaliendoGiacomo	Caliendo, Giacomo	M	1942	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	CaliendoGiacomo	Caliendo, Giacomo	M	1942	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2015-04-02-LEG17-Senato-sed-423	ParlaMint-IT_2015-04-02-LEG17-Senato-sed-423.ana.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 423, Day (2015-04-02)	2015-04-02	Upper house	17 Legislatura	-	-	423 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
