Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2015-07-09-LEG17-Senato-sed-482	ParlaMint-IT_2015-07-09-LEG17-Senato-sed-482.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 482, Day (2015-07-09)	2015-07-09	Upper house	17 Legislatura	-	-	482 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FedeliValeria	Fedeli, Valeria	F	1949	
ParlaMint-IT-en_2015-07-09-LEG17-Senato-sed-482	ParlaMint-IT_2015-07-09-LEG17-Senato-sed-482.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 482, Day (2015-07-09)	2015-07-09	Upper house	17 Legislatura	-	-	482 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FedeliValeria	Fedeli, Valeria	F	1949	
ParlaMint-IT-en_2015-07-09-LEG17-Senato-sed-482	ParlaMint-IT_2015-07-09-LEG17-Senato-sed-482.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 482, Day (2015-07-09)	2015-07-09	Upper house	17 Legislatura	-	-	482 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FedeliValeria	Fedeli, Valeria	F	1949	
ParlaMint-IT-en_2015-07-09-LEG17-Senato-sed-482	ParlaMint-IT_2015-07-09-LEG17-Senato-sed-482.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 482, Day (2015-07-09)	2015-07-09	Upper house	17 Legislatura	-	-	482 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FedeliValeria	Fedeli, Valeria	F	1949	
ParlaMint-IT-en_2015-07-09-LEG17-Senato-sed-482	ParlaMint-IT_2015-07-09-LEG17-Senato-sed-482.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 482, Day (2015-07-09)	2015-07-09	Upper house	17 Legislatura	-	-	482 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	FedeliValeria	Fedeli, Valeria	F	1949	
