Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u1	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u517	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u518	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TimothyLoughton	Loughton, Timothy Paul	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u519	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u520	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	BrettElphicke	Elphicke, Brett Charles Anthony	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u521	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u522	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	OwenSmith	Smith, Owen	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u523	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u524	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MarkHarper	Harper, Mark James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u525	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u526	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	KevanJones	Jones, Kevan David	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u527	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u528	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	PC	Plaid Cymru	-	Centre-left to left	DavidEdwards	Edwards, David Jonathan	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u529	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u530	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	PC	Plaid Cymru	-	Centre-left to left	DavidEdwards	Edwards, David Jonathan	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u531	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u532	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u533	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u534	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	BrettElphicke	Elphicke, Brett Charles Anthony	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u535	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u536	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OliverLetwin	Letwin, Oliver	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u537	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	AlexanderSalmond	Salmond, Alexander Elliot Anderson	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u538	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OliverLetwin	Letwin, Oliver	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u539	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u540	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OliverLetwin	Letwin, Oliver	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u541	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	BrettElphicke	Elphicke, Brett Charles Anthony	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u542	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OliverLetwin	Letwin, Oliver	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u543	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u544	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OliverLetwin	Letwin, Oliver	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u545	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u546	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MarkHarper	Harper, Mark James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u547	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u548	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ClairePerry	Perry, Claire Louise	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u549	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u550	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MarkHarper	Harper, Mark James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u551	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u552	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	GeraintDavies	Davies, Geraint Richard	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u553	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristopherLeslie	Leslie, Christopher Michael	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u554	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u555	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlexanderChalk	Chalk, Alexander John Gervase	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u556	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u557	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	PatrickMcFadden	McFadden, Patrick Bosco	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u558	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u559	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AngelaSmith	Smith, Angela Christine	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u560	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u561	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AngelaSmith	Smith, Angela Christine	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u562	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u563	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	AlexanderSalmond	Salmond, Alexander Elliot Anderson	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u564	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u565	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	YvetteCooper	Cooper, Yvette	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u566	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u567	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	KennethClarke	Clarke, Kenneth	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u568	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	GeorgeHowarth	Howarth, George Edward	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u569	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u570	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlistairBurt	Burt, Alistair James Hendrie	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u571	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u572	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	OliverLetwin	Letwin, Oliver	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u573	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u574	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	GeraintDavies	Davies, Geraint Richard	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u575	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DominicGrieve	Grieve, Dominic Charles Roberts	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u576	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	OwenSmith	Smith, Owen	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u577	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	GeraintDavies	Davies, Geraint Richard	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u578	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	OwenSmith	Smith, Owen	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u579	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JohnRedwood	Redwood, John Alan	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u580	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	OwenSmith	Smith, Owen	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u581	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnaSoubry	Soubry, Anna Mary	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u582	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	StephenDoughty	Doughty, Stephen John	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u583	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnaSoubry	Soubry, Anna Mary	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u584	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DavidLammy	Lammy, David Lindon	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u585	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnaSoubry	Soubry, Anna Mary	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u586	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MadeleineMoon	Moon, Madeleine	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u587	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnaSoubry	Soubry, Anna Mary	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u588	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MarkHarper	Harper, Mark James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u589	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnaSoubry	Soubry, Anna Mary	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u590	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	AngusMacNeil	MacNeil, Angus Brendan	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u591	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnaSoubry	Soubry, Anna Mary	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u592	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	YvetteCooper	Cooper, Yvette	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u593	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MarkHarper	Harper, Mark James	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u594	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	YvetteCooper	Cooper, Yvette	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u595	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	StephenKinnock	Kinnock, Stephen Nathan	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u596	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	YvetteCooper	Cooper, Yvette	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u597	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	BrettElphicke	Elphicke, Brett Charles Anthony	M	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u598	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	YvetteCooper	Cooper, Yvette	F	-	
ParlaMint-GB-en_2017-02-07-commons	ParlaMint-GB_2017-02-07-commons.u599	Minutes of the House of Commons, Daily Session 2017-02-07	2017-02-07	Lower house	56	-	2017-02-07	2017-02-07	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JohnRedwood	Redwood, John Alan	M	-	
