Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2002-12-20-022-XXII-NRSITZ-00002	ParlaMint-AT_2002-12-20-022-XXII-NRSITZ-00002_d7e446	Sitting Number 2, Legislative period XXII, Friday, 20. December 2002	2002-12-20	Lower house	Legislative period XXII	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2002-12-20-022-XXII-NRSITZ-00002	ParlaMint-AT_2002-12-20-022-XXII-NRSITZ-00002_d7e474	Sitting Number 2, Legislative period XXII, Friday, 20. December 2002	2002-12-20	Lower house	Legislative period XXII	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2002-12-20-022-XXII-NRSITZ-00002	ParlaMint-AT_2002-12-20-022-XXII-NRSITZ-00002_d7e755	Sitting Number 2, Legislative period XXII, Friday, 20. December 2002	2002-12-20	Lower house	Legislative period XXII	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2002-12-20-022-XXII-NRSITZ-00002	ParlaMint-AT_2002-12-20-022-XXII-NRSITZ-00002_d7e788	Sitting Number 2, Legislative period XXII, Friday, 20. December 2002	2002-12-20	Lower house	Legislative period XXII	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2002-12-20-022-XXII-NRSITZ-00002	ParlaMint-AT_2002-12-20-022-XXII-NRSITZ-00002_d7e832	Sitting Number 2, Legislative period XXII, Friday, 20. December 2002	2002-12-20	Lower house	Legislative period XXII	-	-	Sitting 2	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
