Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-11-26	ParlaMint-NO_2004-11-26.ana.ud341e31	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.KLH	Holmberg, Kari Lise	F	1951	
ParlaMint-NO-en_2004-11-26	ParlaMint-NO_2004-11-26.ana.ud341e44	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.KLH	Holmberg, Kari Lise	F	1951	
ParlaMint-NO-en_2004-11-26	ParlaMint-NO_2004-11-26.ana.ud341e59	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.KLH	Holmberg, Kari Lise	F	1951	
ParlaMint-NO-en_2004-11-26	ParlaMint-NO_2004-11-26.ana.ud341e235	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Unicameralism	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	Coalition	Centre-right	person.KLH	Holmberg, Kari Lise	F	1951	
