Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e78	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e92	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e107	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e122	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e138	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e153	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e168	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e183	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-06-17-upper	ParlaMint-NO_2004-06-17-upper.ana.ud307e198	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-17	2004-06-17	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
