Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-10-28-upper	ParlaMint-NO_2004-10-28-upper.ana.ud1488e91	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-10-28	2004-10-28	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-10-28	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-10-28-upper	ParlaMint-NO_2004-10-28-upper.ana.ud1488e106	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-10-28	2004-10-28	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-10-28	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-10-28-upper	ParlaMint-NO_2004-10-28-upper.ana.ud1488e121	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-10-28	2004-10-28	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-10-28	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-10-28-upper	ParlaMint-NO_2004-10-28-upper.ana.ud1488e136	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-10-28	2004-10-28	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-10-28	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
