Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e26	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e40	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.HGR	Røys, Heidi Grande	F	1967	
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e61	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e69	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e451	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e461	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-11-lower	ParlaMint-NO_2004-06-11-lower.ana.ud1284e472	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-11	2004-06-11	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-11	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
