Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e98	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e114	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e130	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e146	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e162	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e178	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e194	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-03-30-upper	ParlaMint-NO_2004-03-30-upper.ana.ud2373e210	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-03-30	2004-03-30	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-03-30	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
