Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-11-26-upper	ParlaMint-NO_2004-11-26-upper.ana.ud2480e84	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
ParlaMint-NO-en_2004-11-26-upper	ParlaMint-NO_2004-11-26-upper.ana.ud2480e99	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
ParlaMint-NO-en_2004-11-26-upper	ParlaMint-NO_2004-11-26-upper.ana.ud2480e114	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
ParlaMint-NO-en_2004-11-26-upper	ParlaMint-NO_2004-11-26-upper.ana.ud2480e129	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
ParlaMint-NO-en_2004-11-26-upper	ParlaMint-NO_2004-11-26-upper.ana.ud2480e144	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
ParlaMint-NO-en_2004-11-26-upper	ParlaMint-NO_2004-11-26-upper.ana.ud2480e159	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-11-26	2004-11-26	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-11-26	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.ELSK	Skarbøvik, Elsa	F	1948	
