Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e83	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e96	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e111	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e126	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e141	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e156	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e171	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e186	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e201	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2004-12-02-upper	ParlaMint-NO_2004-12-02-upper.ana.ud2103e216	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2004-12-02	2004-12-02	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2004-12-02	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
