Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e54	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e68	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e84	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e100	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.PETL	Løvik, Petter	M	1949	
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e112	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e123	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2004-05-25-upper	ParlaMint-NO_2004-05-25-upper.ana.ud1832e137	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-05-25	2004-05-25	Upper house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-05-25	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
