Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e74	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GHA	Halvorsen, Gunnar	M	1945	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e95	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JAE	Ellingsen, Jan Arild	M	1958	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e106	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e122	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e129	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.JAE	Ellingsen, Jan Arild	M	1958	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e157	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.CD	Dybevig, Carsten	M	1963	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e191	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.FKM	Marthinsen, Finn Kristian	M	1946	
ParlaMint-NO-en_2004-06-10-lower	ParlaMint-NO_2004-06-10-lower.ana.ud1726e204	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2003-2004, Sitting day 2004-06-10	2004-06-10	Lower house	Term 2001-2005	Session 2003-2004	-	Sitting day 2004-06-10	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.GEHN	Hansen, Geir-Ketil	M	1956	
