Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e67	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e93	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e152	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e161	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.LIC	Christoffersen, Lise	F	1955	
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e180	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e185	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.HENL	Lunde, Heidi Nordby	F	1973	
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e213	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.HNJ	Njåstad, Helge André	M	1980	
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e257	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.POL	Lundteigen, Per Olaf	M	1953	
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e278	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e283	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.SL	Lerbrekk, Solfrid	F	1990	
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e300	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e305	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.TEB	Breivik, Terje	M	1965	
ParlaMint-NO-en_2019-06-05	ParlaMint-NO_2019-06-05.ana.ud495e331	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2018-2019, Sitting day 2019-06-05	2019-06-05	Unicameralism	Term 2017-2021	Session 2018-2019	-	Sitting day 2019-06-05	-	Reference	English	Regular	notMP	Minister	H	Høyre	Coalition	Centre-right	person.ANHG	Hauglie, Anniken	F	1972	
