Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e47	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e73	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e257	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e266	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e274	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e281	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e286	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e303	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e308	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.STEK	Karlstrøm, Steinar	M	1965	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e313	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e318	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.STEK	Karlstrøm, Steinar	M	1965	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e323	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e328	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e335	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e340	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e346	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.FMS	Stordalen, Morten	M	1968	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e351	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e356	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e373	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e378	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.SSA	Abrahamsen, Solveig Sundbø	F	1963	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e385	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e392	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.SSA	Abrahamsen, Solveig Sundbø	F	1963	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e402	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e411	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.DHO	Olsen, Dagfinn Henrik	M	1966	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e416	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e421	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e427	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e434	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.SIMOS	Mossleth, Siv	F	1967	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e441	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e446	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e475	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MAGR	Rommetveit, Magne	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e482	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.NAJ	Jegstad, Nils Aage	M	1950	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e489	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e498	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MAGR	Rommetveit, Magne	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e503	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e510	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e516	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.JFI	Finstad, Jonny	M	1966	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e521	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e526	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	Coalition	Right	person.JBBB	Aas, Johan	M	1960	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e531	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.ARNEV	Nævra, Arne	M	1953	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e538	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MAGR	Rommetveit, Magne	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e543	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e562	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.MAGR	Rommetveit, Magne	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e567	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e572	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e577	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.SMY	Myrli, Sverre	M	1971	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e582	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.JG	Gunnes, Jon	M	1956	
ParlaMint-NO-en_2019-12-11	ParlaMint-NO_2019-12-11.ana.ud563e588	Hansard from meeting in the Norwegian Parliament, term 2017-2021, Session 2019-2020, Sitting day 2019-12-11	2019-12-11	Unicameralism	Term 2017-2021	Session 2019-2020	-	Sitting day 2019-12-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	-	Centre	person.BFA	Fasteraune, Bengt	M	1964	
