Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U1	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U2	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U3	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U4	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U5	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U6	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	DombrovskisVjačeslavs	Dombrovskis, Vjačeslavs	M	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U7	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U8	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U9	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U10	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	JK	Jaunā konservatīvā	Coalition	Centre-right	OzolaLinda	Ozola, Linda	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U11	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U12	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U13	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U14	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	notMP	notMinister	-	-	-	-	StepaņenkoJūlija	Stepaņenko, Jūlija	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U15	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U16	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Regular	MP	notMinister	KPV-LV	Kam pieder valsts?	Coalition	Centre-right to right	ZakatistovsAtis	Zakatistovs, Atis	M	-	
ParlaMint-LV-en_2020-05-29-PT13-2087	ParlaMint-LV_2020-05-29-PT13-2087-U17	Latvian parliamentary corpus ParlaMint-LV-en, 13th Term, 2020-05-29	2020-05-29	Unicameralism	13. sasaukums	-	Regulārā	2020-05-29	-	COVID	English	Chairperson	MP	notMinister	NA	Nacionālā apvienība "Visu Latvijai!"–"Tēvzemei un Brīvībai/LNNK"	Coalition	Right	MūrnieceInāra	Mūrniece, Ināra	F	-	
