Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-HU-en_2014-05-06-meta.tsv,2014-05-06,1,3,1,5,0
ParlaMint-HU-en_2014-05-10-meta.tsv,2014-05-10,0,2,0,0,0
ParlaMint-HU-en_2014-05-12-meta.tsv,2014-05-12,2,8,16,1,0
ParlaMint-HU-en_2014-05-13-meta.tsv,2014-05-13,2,13,11,1,0
ParlaMint-HU-en_2014-05-26-meta.tsv,2014-05-26,3,10,15,4,0
ParlaMint-HU-en_2014-06-02-meta.tsv,2014-06-02,0,15,20,6,0
ParlaMint-HU-en_2014-06-06-meta.tsv,2014-06-06,0,4,1,0,0
ParlaMint-HU-en_2014-06-10-meta.tsv,2014-06-10,1,22,28,5,0
ParlaMint-HU-en_2014-06-11-meta.tsv,2014-06-11,1,16,21,2,0
ParlaMint-HU-en_2014-06-19-meta.tsv,2014-06-19,2,26,34,5,0
ParlaMint-HU-en_2014-06-23-meta.tsv,2014-06-23,2,20,37,6,0
ParlaMint-HU-en_2014-06-30-meta.tsv,2014-06-30,1,27,36,6,0
ParlaMint-HU-en_2014-07-04-meta.tsv,2014-07-04,2,15,30,6,0
ParlaMint-HU-en_2014-09-15-meta.tsv,2014-09-15,1,26,34,8,0
ParlaMint-HU-en_2014-09-16-meta.tsv,2014-09-16,2,13,17,4,0
ParlaMint-HU-en_2014-09-24-meta.tsv,2014-09-24,3,21,33,6,0
ParlaMint-HU-en_2014-09-26-meta.tsv,2014-09-26,2,14,23,5,0
ParlaMint-HU-en_2014-10-13-meta.tsv,2014-10-13,1,22,28,6,0
ParlaMint-HU-en_2014-10-14-meta.tsv,2014-10-14,1,17,18,3,0
ParlaMint-HU-en_2014-10-20-meta.tsv,2014-10-20,1,30,34,7,0
ParlaMint-HU-en_2014-10-27-meta.tsv,2014-10-27,4,22,29,9,0
ParlaMint-HU-en_2014-10-28-meta.tsv,2014-10-28,1,23,26,5,0
ParlaMint-HU-en_2014-11-03-meta.tsv,2014-11-03,3,25,40,9,0
ParlaMint-HU-en_2014-11-10-meta.tsv,2014-11-10,2,28,36,8,0
ParlaMint-HU-en_2014-11-11-meta.tsv,2014-11-11,2,16,16,3,0
ParlaMint-HU-en_2014-11-17-meta.tsv,2014-11-17,1,26,31,6,0
ParlaMint-HU-en_2014-11-18-meta.tsv,2014-11-18,1,10,15,3,0
ParlaMint-HU-en_2014-11-19-meta.tsv,2014-11-19,1,26,25,5,0
ParlaMint-HU-en_2014-11-20-meta.tsv,2014-11-20,2,31,31,6,0
ParlaMint-HU-en_2014-11-21-meta.tsv,2014-11-21,1,21,32,4,0
ParlaMint-HU-en_2014-11-24-meta.tsv,2014-11-24,2,23,33,8,0
ParlaMint-HU-en_2014-11-25-meta.tsv,2014-11-25,1,17,27,6,0
ParlaMint-HU-en_2014-11-26-meta.tsv,2014-11-26,3,9,13,2,0
ParlaMint-HU-en_2014-12-01-meta.tsv,2014-12-01,2,29,28,7,0
ParlaMint-HU-en_2014-12-02-meta.tsv,2014-12-02,0,17,23,4,0
ParlaMint-HU-en_2014-12-03-meta.tsv,2014-12-03,2,22,38,10,0
ParlaMint-HU-en_2014-12-08-meta.tsv,2014-12-08,3,34,39,6,0
ParlaMint-HU-en_2014-12-09-meta.tsv,2014-12-09,0,15,18,3,0
ParlaMint-HU-en_2014-12-10-meta.tsv,2014-12-10,2,10,13,5,0
ParlaMint-HU-en_2014-12-15-meta.tsv,2014-12-15,2,30,42,9,0
ParlaMint-HU-en_2014-12-16-meta.tsv,2014-12-16,2,17,30,7,0
ParlaMint-HU-en_2014-12-23-1-meta.tsv,2014-12-23,3,0,3,0,0
ParlaMint-HU-en_2014-12-23-2-meta.tsv,2014-12-23,3,15,31,5,0
ParlaMint-HU-en_2015-02-16-meta.tsv,2015-02-16,0,19,36,9,0
ParlaMint-HU-en_2015-02-18-meta.tsv,2015-02-18,2,14,19,4,0
ParlaMint-HU-en_2015-02-20-meta.tsv,2015-02-20,1,20,34,8,0
ParlaMint-HU-en_2015-02-23-meta.tsv,2015-02-23,1,21,26,6,0
ParlaMint-HU-en_2015-02-26-meta.tsv,2015-02-26,2,17,26,3,0
ParlaMint-HU-en_2015-03-02-meta.tsv,2015-03-02,0,21,34,9,0
ParlaMint-HU-en_2015-03-03-meta.tsv,2015-03-03,2,17,23,5,0
ParlaMint-HU-en_2015-03-04-meta.tsv,2015-03-04,1,4,4,4,0
ParlaMint-HU-en_2015-03-05-meta.tsv,2015-03-05,1,6,6,2,0
ParlaMint-HU-en_2015-03-09-meta.tsv,2015-03-09,0,18,28,6,0
ParlaMint-HU-en_2015-03-16-meta.tsv,2015-03-16,3,26,42,8,0
ParlaMint-HU-en_2015-03-17-meta.tsv,2015-03-17,1,16,22,3,0
ParlaMint-HU-en_2015-03-18-meta.tsv,2015-03-18,3,13,14,4,0
ParlaMint-HU-en_2015-03-19-meta.tsv,2015-03-19,2,10,15,2,0
ParlaMint-HU-en_2015-03-23-meta.tsv,2015-03-23,1,13,35,6,0
ParlaMint-HU-en_2015-03-30-meta.tsv,2015-03-30,1,23,36,7,0
ParlaMint-HU-en_2015-03-31-meta.tsv,2015-03-31,2,16,24,6,0
ParlaMint-HU-en_2015-04-01-meta.tsv,2015-04-01,0,12,12,4,0
ParlaMint-HU-en_2015-04-07-meta.tsv,2015-04-07,2,19,27,9,0
ParlaMint-HU-en_2015-04-13-meta.tsv,2015-04-13,2,27,36,6,0
ParlaMint-HU-en_2015-04-14-meta.tsv,2015-04-14,2,19,21,6,0
ParlaMint-HU-en_2015-04-20-meta.tsv,2015-04-20,1,16,26,6,0
ParlaMint-HU-en_2015-04-27-meta.tsv,2015-04-27,2,28,37,8,0
ParlaMint-HU-en_2015-04-28-meta.tsv,2015-04-28,2,20,19,4,0
ParlaMint-HU-en_2015-04-29-meta.tsv,2015-04-29,1,13,20,4,0
ParlaMint-HU-en_2015-05-04-meta.tsv,2015-05-04,2,19,27,5,0
ParlaMint-HU-en_2015-05-11-meta.tsv,2015-05-11,0,25,28,5,0
ParlaMint-HU-en_2015-05-12-meta.tsv,2015-05-12,0,18,14,7,0
ParlaMint-HU-en_2015-05-13-meta.tsv,2015-05-13,1,10,7,3,0
ParlaMint-HU-en_2015-05-19-meta.tsv,2015-05-19,1,20,25,5,0
ParlaMint-HU-en_2015-05-26-meta.tsv,2015-05-26,1,28,32,7,0
ParlaMint-HU-en_2015-05-27-meta.tsv,2015-05-27,2,21,26,3,0
ParlaMint-HU-en_2015-05-28-meta.tsv,2015-05-28,1,31,29,7,0
ParlaMint-HU-en_2015-05-29-meta.tsv,2015-05-29,1,19,30,5,0
ParlaMint-HU-en_2015-05-30-meta.tsv,2015-05-30,1,12,14,3,0
ParlaMint-HU-en_2015-06-01-meta.tsv,2015-06-01,2,20,24,6,0
ParlaMint-HU-en_2015-06-08-meta.tsv,2015-06-08,0,35,36,10,0
ParlaMint-HU-en_2015-06-09-meta.tsv,2015-06-09,1,18,25,4,0
ParlaMint-HU-en_2015-06-10-meta.tsv,2015-06-10,0,19,17,4,0
ParlaMint-HU-en_2015-06-11-meta.tsv,2015-06-11,4,16,14,4,0
ParlaMint-HU-en_2015-06-12-meta.tsv,2015-06-12,2,11,22,4,0
ParlaMint-HU-en_2015-06-15-meta.tsv,2015-06-15,2,26,30,10,0
ParlaMint-HU-en_2015-06-16-meta.tsv,2015-06-16,2,21,22,3,0
ParlaMint-HU-en_2015-06-17-meta.tsv,2015-06-17,2,22,27,2,0
ParlaMint-HU-en_2015-06-22-meta.tsv,2015-06-22,3,32,26,8,0
ParlaMint-HU-en_2015-06-23-meta.tsv,2015-06-23,3,21,23,3,0
ParlaMint-HU-en_2015-06-29-meta.tsv,2015-06-29,2,29,38,7,0
ParlaMint-HU-en_2015-06-30-meta.tsv,2015-06-30,2,21,29,4,0
ParlaMint-HU-en_2015-07-03-meta.tsv,2015-07-03,2,15,16,2,0
ParlaMint-HU-en_2015-07-06-meta.tsv,2015-07-06,3,20,30,8,0
ParlaMint-HU-en_2015-09-03-meta.tsv,2015-09-03,2,14,24,6,0
ParlaMint-HU-en_2015-09-04-meta.tsv,2015-09-04,1,18,20,2,0
ParlaMint-HU-en_2015-09-21-meta.tsv,2015-09-21,1,28,35,10,0
ParlaMint-HU-en_2015-09-22-meta.tsv,2015-09-22,1,17,21,3,0
ParlaMint-HU-en_2015-09-28-meta.tsv,2015-09-28,1,14,28,6,0
ParlaMint-HU-en_2015-09-29-meta.tsv,2015-09-29,1,14,20,5,0
ParlaMint-HU-en_2015-10-05-meta.tsv,2015-10-05,2,18,31,8,0
ParlaMint-HU-en_2015-10-06-meta.tsv,2015-10-06,1,23,21,3,0
ParlaMint-HU-en_2015-10-07-meta.tsv,2015-10-07,0,11,12,3,0
ParlaMint-HU-en_2015-10-08-meta.tsv,2015-10-08,0,3,5,1,0
ParlaMint-HU-en_2015-10-12-meta.tsv,2015-10-12,1,21,34,5,0
ParlaMint-HU-en_2015-10-19-meta.tsv,2015-10-19,1,24,34,3,0
ParlaMint-HU-en_2015-10-20-meta.tsv,2015-10-20,0,10,17,6,0
ParlaMint-HU-en_2015-10-21-meta.tsv,2015-10-21,1,14,15,3,0
ParlaMint-HU-en_2015-10-22-meta.tsv,2015-10-22,1,11,12,4,0
ParlaMint-HU-en_2015-10-26-meta.tsv,2015-10-26,2,22,36,8,0
ParlaMint-HU-en_2015-11-02-meta.tsv,2015-11-02,2,23,35,8,0
ParlaMint-HU-en_2015-11-03-meta.tsv,2015-11-03,1,18,21,4,0
ParlaMint-HU-en_2015-11-04-meta.tsv,2015-11-04,0,7,10,1,0
ParlaMint-HU-en_2015-11-05-meta.tsv,2015-11-05,0,8,15,3,0
ParlaMint-HU-en_2015-11-09-meta.tsv,2015-11-09,1,12,29,6,0
ParlaMint-HU-en_2015-11-16-meta.tsv,2015-11-16,1,39,30,12,0
ParlaMint-HU-en_2015-11-17-meta.tsv,2015-11-17,0,19,22,2,0
ParlaMint-HU-en_2015-11-18-meta.tsv,2015-11-18,2,10,17,5,0
ParlaMint-HU-en_2015-11-19-meta.tsv,2015-11-19,1,10,22,7,0
ParlaMint-HU-en_2015-11-23-meta.tsv,2015-11-23,1,27,37,11,0
ParlaMint-HU-en_2015-11-30-meta.tsv,2015-11-30,1,29,43,7,0
ParlaMint-HU-en_2015-12-01-meta.tsv,2015-12-01,1,16,21,7,0
ParlaMint-HU-en_2015-12-02-meta.tsv,2015-12-02,1,12,12,6,0
ParlaMint-HU-en_2015-12-07-meta.tsv,2015-12-07,2,17,30,5,0
ParlaMint-HU-en_2015-12-14-meta.tsv,2015-12-14,3,28,36,6,0
ParlaMint-HU-en_2015-12-15-meta.tsv,2015-12-15,3,24,24,8,0
ParlaMint-HU-en_2016-02-15-meta.tsv,2016-02-15,3,26,28,5,0
ParlaMint-HU-en_2016-02-16-meta.tsv,2016-02-16,1,13,20,7,0
ParlaMint-HU-en_2016-02-22-meta.tsv,2016-02-22,1,21,26,11,0
ParlaMint-HU-en_2016-02-29-meta.tsv,2016-02-29,2,29,36,9,0
ParlaMint-HU-en_2016-03-01-meta.tsv,2016-03-01,1,18,37,7,0
ParlaMint-HU-en_2016-03-02-meta.tsv,2016-03-02,2,4,17,4,0
ParlaMint-HU-en_2016-03-07-meta.tsv,2016-03-07,3,16,23,10,0
ParlaMint-HU-en_2016-03-16-meta.tsv,2016-03-16,3,24,35,8,0
ParlaMint-HU-en_2016-03-17-meta.tsv,2016-03-17,1,15,28,4,0
ParlaMint-HU-en_2016-03-21-meta.tsv,2016-03-21,1,16,25,8,0
