Session,Date,Left,Centre,Right
ParlaMint-HU-en_2015-10-21-meta.tsv,2015-10-21,14,0,15
ParlaMint-HU-en_2015-10-22-meta.tsv,2015-10-22,8,0,19
ParlaMint-HU-en_2015-10-26-meta.tsv,2015-10-26,14,0,47
ParlaMint-HU-en_2015-11-02-meta.tsv,2015-11-02,20,1,41
ParlaMint-HU-en_2015-11-03-meta.tsv,2015-11-03,12,0,29
ParlaMint-HU-en_2015-11-04-meta.tsv,2015-11-04,8,0,7
ParlaMint-HU-en_2015-11-05-meta.tsv,2015-11-05,9,0,15
ParlaMint-HU-en_2015-11-09-meta.tsv,2015-11-09,12,0,30
ParlaMint-HU-en_2015-11-16-meta.tsv,2015-11-16,22,0,53
ParlaMint-HU-en_2015-11-17-meta.tsv,2015-11-17,11,0,30
ParlaMint-HU-en_2015-11-18-meta.tsv,2015-11-18,9,0,23
ParlaMint-HU-en_2015-11-19-meta.tsv,2015-11-19,8,1,27
ParlaMint-HU-en_2015-11-23-meta.tsv,2015-11-23,19,0,51
ParlaMint-HU-en_2015-11-30-meta.tsv,2015-11-30,20,0,52
ParlaMint-HU-en_2015-12-01-meta.tsv,2015-12-01,12,0,28
ParlaMint-HU-en_2015-12-02-meta.tsv,2015-12-02,7,0,21
ParlaMint-HU-en_2015-12-07-meta.tsv,2015-12-07,14,0,36
ParlaMint-HU-en_2015-12-14-meta.tsv,2015-12-14,20,0,43
ParlaMint-HU-en_2015-12-15-meta.tsv,2015-12-15,15,0,42
ParlaMint-HU-en_2016-02-15-meta.tsv,2016-02-15,19,1,39
ParlaMint-HU-en_2016-02-16-meta.tsv,2016-02-16,13,0,26
ParlaMint-HU-en_2016-02-22-meta.tsv,2016-02-22,18,0,36
ParlaMint-HU-en_2016-02-29-meta.tsv,2016-02-29,17,0,51
ParlaMint-HU-en_2016-03-01-meta.tsv,2016-03-01,20,0,40
ParlaMint-HU-en_2016-03-02-meta.tsv,2016-03-02,7,1,16
ParlaMint-HU-en_2016-03-07-meta.tsv,2016-03-07,13,0,34
ParlaMint-HU-en_2016-03-16-meta.tsv,2016-03-16,21,0,46
ParlaMint-HU-en_2016-03-17-meta.tsv,2016-03-17,13,0,31
ParlaMint-HU-en_2016-03-21-meta.tsv,2016-03-21,15,0,30
ParlaMint-HU-en_2016-03-29-meta.tsv,2016-03-29,15,1,42
ParlaMint-HU-en_2016-03-30-meta.tsv,2016-03-30,13,1,39
ParlaMint-HU-en_2016-04-04-meta.tsv,2016-04-04,13,0,37
ParlaMint-HU-en_2016-04-11-meta.tsv,2016-04-11,16,0,34
ParlaMint-HU-en_2016-04-12-meta.tsv,2016-04-12,9,1,38
ParlaMint-HU-en_2016-04-13-meta.tsv,2016-04-13,8,0,18
ParlaMint-HU-en_2016-04-18-meta.tsv,2016-04-18,12,0,31
ParlaMint-HU-en_2016-04-25-meta.tsv,2016-04-25,16,0,39
ParlaMint-HU-en_2016-04-26-meta.tsv,2016-04-26,22,1,59
ParlaMint-HU-en_2016-04-27-meta.tsv,2016-04-27,10,0,24
ParlaMint-HU-en_2016-05-02-meta.tsv,2016-05-02,23,1,53
ParlaMint-HU-en_2016-05-09-meta.tsv,2016-05-09,17,0,48
ParlaMint-HU-en_2016-05-10-meta.tsv,2016-05-10,7,0,22
ParlaMint-HU-en_2016-05-11-meta.tsv,2016-05-11,17,0,46
ParlaMint-HU-en_2016-05-12-meta.tsv,2016-05-12,11,0,48
ParlaMint-HU-en_2016-05-13-meta.tsv,2016-05-13,11,0,17
ParlaMint-HU-en_2016-05-17-meta.tsv,2016-05-17,14,1,39
ParlaMint-HU-en_2016-05-18-meta.tsv,2016-05-18,6,0,16
ParlaMint-HU-en_2016-05-23-meta.tsv,2016-05-23,18,0,47
ParlaMint-HU-en_2016-05-24-meta.tsv,2016-05-24,17,1,37
ParlaMint-HU-en_2016-05-25-meta.tsv,2016-05-25,7,1,28
ParlaMint-HU-en_2016-05-30-meta.tsv,2016-05-30,17,0,53
ParlaMint-HU-en_2016-06-06-meta.tsv,2016-06-06,17,0,54
ParlaMint-HU-en_2016-06-07-meta.tsv,2016-06-07,21,0,37
ParlaMint-HU-en_2016-06-08-meta.tsv,2016-06-08,5,0,15
ParlaMint-HU-en_2016-06-13-meta.tsv,2016-06-13,15,0,34
ParlaMint-HU-en_2016-07-20-meta.tsv,2016-07-20,2,0,8
ParlaMint-HU-en_2016-08-22-meta.tsv,2016-08-22,2,0,7
ParlaMint-HU-en_2016-09-12-meta.tsv,2016-09-12,16,0,37
ParlaMint-HU-en_2016-09-13-meta.tsv,2016-09-13,8,0,21
ParlaMint-HU-en_2016-09-14-meta.tsv,2016-09-14,4,0,14
ParlaMint-HU-en_2016-09-19-meta.tsv,2016-09-19,18,0,29
ParlaMint-HU-en_2016-09-26-meta.tsv,2016-09-26,17,0,35
ParlaMint-HU-en_2016-09-27-meta.tsv,2016-09-27,9,1,32
ParlaMint-HU-en_2016-10-03-meta.tsv,2016-10-03,17,0,33
ParlaMint-HU-en_2016-10-10-meta.tsv,2016-10-10,17,0,47
ParlaMint-HU-en_2016-10-11-meta.tsv,2016-10-11,14,0,26
ParlaMint-HU-en_2016-10-12-meta.tsv,2016-10-12,9,0,20
ParlaMint-HU-en_2016-10-14-meta.tsv,2016-10-14,11,0,15
ParlaMint-HU-en_2016-10-17-meta.tsv,2016-10-17,14,0,52
ParlaMint-HU-en_2016-10-24-meta.tsv,2016-10-24,20,0,43
ParlaMint-HU-en_2016-10-25-meta.tsv,2016-10-25,0,0,2
ParlaMint-HU-en_2016-10-26-meta.tsv,2016-10-26,10,0,19
ParlaMint-HU-en_2016-11-02-meta.tsv,2016-11-02,11,0,32
ParlaMint-HU-en_2016-11-07-meta.tsv,2016-11-07,18,1,43
ParlaMint-HU-en_2016-11-08-meta.tsv,2016-11-08,14,0,37
ParlaMint-HU-en_2016-11-09-meta.tsv,2016-11-09,10,0,27
ParlaMint-HU-en_2016-11-10-meta.tsv,2016-11-10,8,0,20
ParlaMint-HU-en_2016-11-11-meta.tsv,2016-11-11,7,0,15
ParlaMint-HU-en_2016-11-14-meta.tsv,2016-11-14,14,0,35
ParlaMint-HU-en_2016-11-21-meta.tsv,2016-11-21,18,0,42
ParlaMint-HU-en_2016-11-22-meta.tsv,2016-11-22,11,1,37
ParlaMint-HU-en_2016-11-23-meta.tsv,2016-11-23,16,0,50
ParlaMint-HU-en_2016-11-28-meta.tsv,2016-11-28,18,0,48
ParlaMint-HU-en_2016-11-29-meta.tsv,2016-11-29,14,1,39
ParlaMint-HU-en_2016-12-05-meta.tsv,2016-12-05,17,0,44
ParlaMint-HU-en_2016-12-06-meta.tsv,2016-12-06,6,0,24
ParlaMint-HU-en_2016-12-07-meta.tsv,2016-12-07,8,0,8
ParlaMint-HU-en_2016-12-08-meta.tsv,2016-12-08,5,1,15
ParlaMint-HU-en_2016-12-12-meta.tsv,2016-12-12,13,0,43
ParlaMint-HU-en_2016-12-13-meta.tsv,2016-12-13,5,0,20
ParlaMint-HU-en_2017-02-20-meta.tsv,2017-02-20,17,0,39
ParlaMint-HU-en_2017-02-21-meta.tsv,2017-02-21,11,0,35
ParlaMint-HU-en_2017-02-22-meta.tsv,2017-02-22,8,0,14
ParlaMint-HU-en_2017-02-27-meta.tsv,2017-02-27,13,0,31
ParlaMint-HU-en_2017-03-06-meta.tsv,2017-03-06,15,0,42
ParlaMint-HU-en_2017-03-07-meta.tsv,2017-03-07,8,0,31
ParlaMint-HU-en_2017-03-08-meta.tsv,2017-03-08,3,0,6
ParlaMint-HU-en_2017-03-13-meta.tsv,2017-03-13,14,0,36
ParlaMint-HU-en_2017-03-20-meta.tsv,2017-03-20,13,1,36
ParlaMint-HU-en_2017-03-21-meta.tsv,2017-03-21,5,0,17
ParlaMint-HU-en_2017-03-27-meta.tsv,2017-03-27,14,0,51
ParlaMint-HU-en_2017-04-03-meta.tsv,2017-04-03,13,0,35
ParlaMint-HU-en_2017-04-04-meta.tsv,2017-04-04,8,1,36
ParlaMint-HU-en_2017-04-10-meta.tsv,2017-04-10,20,0,56
ParlaMint-HU-en_2017-04-18-meta.tsv,2017-04-18,12,0,34
ParlaMint-HU-en_2017-04-19-meta.tsv,2017-04-19,13,1,29
ParlaMint-HU-en_2017-04-20-meta.tsv,2017-04-20,5,0,18
ParlaMint-HU-en_2017-04-24-meta.tsv,2017-04-24,14,0,28
ParlaMint-HU-en_2017-05-02-meta.tsv,2017-05-02,18,1,35
ParlaMint-HU-en_2017-05-03-meta.tsv,2017-05-03,9,0,32
ParlaMint-HU-en_2017-05-04-meta.tsv,2017-05-04,8,1,23
ParlaMint-HU-en_2017-05-05-meta.tsv,2017-05-05,3,0,10
ParlaMint-HU-en_2017-05-08-meta.tsv,2017-05-08,13,0,33
ParlaMint-HU-en_2017-05-15-meta.tsv,2017-05-15,17,0,47
ParlaMint-HU-en_2017-05-16-meta.tsv,2017-05-16,10,0,18
ParlaMint-HU-en_2017-05-17-meta.tsv,2017-05-17,14,0,38
ParlaMint-HU-en_2017-05-18-meta.tsv,2017-05-18,11,0,40
ParlaMint-HU-en_2017-05-19-meta.tsv,2017-05-19,8,0,23
ParlaMint-HU-en_2017-05-22-meta.tsv,2017-05-22,20,0,47
ParlaMint-HU-en_2017-05-29-meta.tsv,2017-05-29,12,0,49
ParlaMint-HU-en_2017-05-30-meta.tsv,2017-05-30,5,0,29
ParlaMint-HU-en_2017-05-31-meta.tsv,2017-05-31,7,0,16
ParlaMint-HU-en_2017-06-06-meta.tsv,2017-06-06,17,0,41
ParlaMint-HU-en_2017-06-12-meta.tsv,2017-06-12,17,0,50
ParlaMint-HU-en_2017-06-13-meta.tsv,2017-06-13,13,0,38
ParlaMint-HU-en_2017-06-14-meta.tsv,2017-06-14,7,0,14
ParlaMint-HU-en_2017-06-15-meta.tsv,2017-06-15,1,0,3
ParlaMint-HU-en_2017-06-23-meta.tsv,2017-06-23,13,0,37
ParlaMint-HU-en_2017-08-21-meta.tsv,2017-08-21,2,0,3
ParlaMint-HU-en_2017-09-18-meta.tsv,2017-09-18,17,0,43
ParlaMint-HU-en_2017-09-19-meta.tsv,2017-09-19,10,0,23
ParlaMint-HU-en_2017-09-20-meta.tsv,2017-09-20,3,1,11
ParlaMint-HU-en_2017-09-25-meta.tsv,2017-09-25,14,0,29
ParlaMint-HU-en_2017-10-02-meta.tsv,2017-10-02,14,0,32
ParlaMint-HU-en_2017-10-03-meta.tsv,2017-10-03,7,0,30
ParlaMint-HU-en_2017-10-04-meta.tsv,2017-10-04,6,0,16
ParlaMint-HU-en_2017-10-09-meta.tsv,2017-10-09,12,0,28
ParlaMint-HU-en_2017-10-16-meta.tsv,2017-10-16,16,0,42
ParlaMint-HU-en_2017-10-17-meta.tsv,2017-10-17,8,1,23
ParlaMint-HU-en_2017-10-18-meta.tsv,2017-10-18,13,0,12
ParlaMint-HU-en_2017-10-19-meta.tsv,2017-10-19,9,0,12
ParlaMint-HU-en_2017-10-24-meta.tsv,2017-10-24,15,0,32
ParlaMint-HU-en_2017-10-30-meta.tsv,2017-10-30,14,0,40
ParlaMint-HU-en_2017-10-31-meta.tsv,2017-10-31,11,0,27
ParlaMint-HU-en_2017-11-02-meta.tsv,2017-11-02,10,0,16
ParlaMint-HU-en_2017-11-03-meta.tsv,2017-11-03,4,0,8
ParlaMint-HU-en_2017-11-06-meta.tsv,2017-11-06,13,0,43
ParlaMint-HU-en_2017-11-13-meta.tsv,2017-11-13,14,0,47
ParlaMint-HU-en_2017-11-14-meta.tsv,2017-11-14,9,0,27
ParlaMint-HU-en_2017-11-15-meta.tsv,2017-11-15,6,0,16
ParlaMint-HU-en_2017-11-16-meta.tsv,2017-11-16,4,0,16
ParlaMint-HU-en_2017-11-20-meta.tsv,2017-11-20,13,0,33
ParlaMint-HU-en_2017-11-27-meta.tsv,2017-11-27,15,0,40
ParlaMint-HU-en_2017-11-28-meta.tsv,2017-11-28,12,0,37
ParlaMint-HU-en_2017-11-30-meta.tsv,2017-11-30,7,0,14
ParlaMint-HU-en_2017-12-04-meta.tsv,2017-12-04,15,0,49
ParlaMint-HU-en_2017-12-11-meta.tsv,2017-12-11,13,0,52
ParlaMint-HU-en_2017-12-12-meta.tsv,2017-12-12,9,1,28
ParlaMint-HU-en_2018-01-30-meta.tsv,2018-01-30,2,0,5
ParlaMint-HU-en_2018-02-19-meta.tsv,2018-02-19,6,0,35
ParlaMint-HU-en_2018-02-20-meta.tsv,2018-02-20,8,0,32
ParlaMint-HU-en_2018-02-21-meta.tsv,2018-02-21,10,0,18
ParlaMint-HU-en_2018-03-21-meta.tsv,2018-03-21,3,0,6
ParlaMint-HU-en_2018-05-08-meta.tsv,2018-05-08,0,0,5
ParlaMint-HU-en_2018-05-10-meta.tsv,2018-05-10,0,0,1
ParlaMint-HU-en_2018-05-11-meta.tsv,2018-05-11,6,0,8
ParlaMint-HU-en_2018-05-18-meta.tsv,2018-05-18,0,0,6
ParlaMint-HU-en_2018-06-04-meta.tsv,2018-06-04,21,0,26
ParlaMint-HU-en_2018-06-05-meta.tsv,2018-06-05,12,0,23
ParlaMint-HU-en_2018-06-11-meta.tsv,2018-06-11,14,0,34
ParlaMint-HU-en_2018-06-12-meta.tsv,2018-06-12,5,0,15
ParlaMint-HU-en_2018-06-18-meta.tsv,2018-06-18,20,0,38
ParlaMint-HU-en_2018-06-20-meta.tsv,2018-06-20,9,0,25
ParlaMint-HU-en_2018-06-25-meta.tsv,2018-06-25,17,0,29
ParlaMint-HU-en_2018-06-26-meta.tsv,2018-06-26,16,0,28
ParlaMint-HU-en_2018-06-27-meta.tsv,2018-06-27,14,0,29
ParlaMint-HU-en_2018-06-28-meta.tsv,2018-06-28,14,0,39
ParlaMint-HU-en_2018-06-29-meta.tsv,2018-06-29,9,0,25
ParlaMint-HU-en_2018-07-02-meta.tsv,2018-07-02,19,0,35
ParlaMint-HU-en_2018-07-03-meta.tsv,2018-07-03,19,0,40
ParlaMint-HU-en_2018-07-16-meta.tsv,2018-07-16,17,0,39
ParlaMint-HU-en_2018-07-17-meta.tsv,2018-07-17,14,0,31
ParlaMint-HU-en_2018-07-20-meta.tsv,2018-07-20,1,0,8
ParlaMint-HU-en_2018-08-17-meta.tsv,2018-08-17,4,0,2
ParlaMint-HU-en_2018-09-17-meta.tsv,2018-09-17,18,0,36
ParlaMint-HU-en_2018-09-18-meta.tsv,2018-09-18,9,0,30
ParlaMint-HU-en_2018-09-24-meta.tsv,2018-09-24,19,0,28
ParlaMint-HU-en_2018-10-01-meta.tsv,2018-10-01,22,0,37
ParlaMint-HU-en_2018-10-02-meta.tsv,2018-10-02,14,0,30
ParlaMint-HU-en_2018-10-03-meta.tsv,2018-10-03,15,0,30
ParlaMint-HU-en_2018-10-08-meta.tsv,2018-10-08,13,0,31
ParlaMint-HU-en_2018-10-15-meta.tsv,2018-10-15,17,0,39
ParlaMint-HU-en_2018-10-16-meta.tsv,2018-10-16,16,0,34
ParlaMint-HU-en_2018-10-17-meta.tsv,2018-10-17,9,0,18
ParlaMint-HU-en_2018-10-18-meta.tsv,2018-10-18,7,0,10
ParlaMint-HU-en_2018-10-24-meta.tsv,2018-10-24,21,0,25
ParlaMint-HU-en_2018-10-29-meta.tsv,2018-10-29,21,0,34
ParlaMint-HU-en_2018-10-30-meta.tsv,2018-10-30,15,0,34
ParlaMint-HU-en_2018-10-31-meta.tsv,2018-10-31,9,0,17
ParlaMint-HU-en_2018-11-05-meta.tsv,2018-11-05,22,0,23
ParlaMint-HU-en_2018-11-12-meta.tsv,2018-11-12,21,0,48
ParlaMint-HU-en_2018-11-13-meta.tsv,2018-11-13,14,0,30
ParlaMint-HU-en_2018-11-14-meta.tsv,2018-11-14,12,0,23
ParlaMint-HU-en_2018-11-15-meta.tsv,2018-11-15,13,0,21
ParlaMint-HU-en_2018-11-19-meta.tsv,2018-11-19,19,0,32
ParlaMint-HU-en_2018-11-26-meta.tsv,2018-11-26,22,0,40
ParlaMint-HU-en_2018-11-27-meta.tsv,2018-11-27,18,0,40
ParlaMint-HU-en_2018-11-28-meta.tsv,2018-11-28,11,0,26
ParlaMint-HU-en_2018-11-29-meta.tsv,2018-11-29,10,0,20
ParlaMint-HU-en_2018-12-03-meta.tsv,2018-12-03,14,0,32
ParlaMint-HU-en_2018-12-10-meta.tsv,2018-12-10,7,0,39
ParlaMint-HU-en_2018-12-11-meta.tsv,2018-12-11,14,0,37
ParlaMint-HU-en_2018-12-12-meta.tsv,2018-12-12,0,0,11
ParlaMint-HU-en_2018-12-13-meta.tsv,2018-12-13,0,0,11
ParlaMint-HU-en_2019-01-03-meta.tsv,2019-01-03,2,0,3
ParlaMint-HU-en_2019-02-18-meta.tsv,2019-02-18,1,0,20
ParlaMint-HU-en_2019-02-19-meta.tsv,2019-02-19,15,0,24
ParlaMint-HU-en_2019-02-20-meta.tsv,2019-02-20,9,0,19
ParlaMint-HU-en_2019-02-25-meta.tsv,2019-02-25,15,0,31
ParlaMint-HU-en_2019-03-04-meta.tsv,2019-03-04,3,0,33
ParlaMint-HU-en_2019-03-05-meta.tsv,2019-03-05,9,0,33
ParlaMint-HU-en_2019-03-11-meta.tsv,2019-03-11,16,0,29
ParlaMint-HU-en_2019-03-18-meta.tsv,2019-03-18,17,0,39
ParlaMint-HU-en_2019-03-19-meta.tsv,2019-03-19,13,0,43
ParlaMint-HU-en_2019-03-20-meta.tsv,2019-03-20,7,0,15
ParlaMint-HU-en_2019-03-25-meta.tsv,2019-03-25,19,0,25
ParlaMint-HU-en_2019-04-01-meta.tsv,2019-04-01,21,0,57
ParlaMint-HU-en_2019-04-02-meta.tsv,2019-04-02,6,0,21
ParlaMint-HU-en_2019-05-17-meta.tsv,2019-05-17,4,0,3
ParlaMint-HU-en_2019-05-27-meta.tsv,2019-05-27,18,0,31
ParlaMint-HU-en_2019-05-28-meta.tsv,2019-05-28,8,0,33
ParlaMint-HU-en_2019-06-03-meta.tsv,2019-06-03,15,0,29
ParlaMint-HU-en_2019-06-11-meta.tsv,2019-06-11,20,0,31
ParlaMint-HU-en_2019-06-12-meta.tsv,2019-06-12,17,0,32
ParlaMint-HU-en_2019-06-13-meta.tsv,2019-06-13,7,0,15
ParlaMint-HU-en_2019-06-17-meta.tsv,2019-06-17,17,0,41
ParlaMint-HU-en_2019-06-18-meta.tsv,2019-06-18,9,0,28
ParlaMint-HU-en_2019-06-19-meta.tsv,2019-06-19,11,0,35
ParlaMint-HU-en_2019-06-20-meta.tsv,2019-06-20,15,0,37
ParlaMint-HU-en_2019-06-21-meta.tsv,2019-06-21,8,0,25
ParlaMint-HU-en_2019-06-24-meta.tsv,2019-06-24,15,0,34
ParlaMint-HU-en_2019-06-25-meta.tsv,2019-06-25,8,0,19
ParlaMint-HU-en_2019-07-01-meta.tsv,2019-07-01,19,0,29
ParlaMint-HU-en_2019-07-02-meta.tsv,2019-07-02,5,0,21
ParlaMint-HU-en_2019-07-08-meta.tsv,2019-07-08,20,0,40
ParlaMint-HU-en_2019-07-12-meta.tsv,2019-07-12,5,0,22
ParlaMint-HU-en_2019-09-18-meta.tsv,2019-09-18,4,0,3
ParlaMint-HU-en_2019-10-21-meta.tsv,2019-10-21,16,0,36
ParlaMint-HU-en_2019-10-22-meta.tsv,2019-10-22,8,0,23
ParlaMint-HU-en_2019-10-24-meta.tsv,2019-10-24,12,0,14
ParlaMint-HU-en_2019-10-28-meta.tsv,2019-10-28,17,0,26
ParlaMint-HU-en_2019-11-04-meta.tsv,2019-11-04,16,0,30
