Session,Date,Coalition,Opposition
ParlaMint-HU-en_2014-05-06-meta.tsv,2014-05-06,0,0
ParlaMint-HU-en_2014-05-10-meta.tsv,2014-05-10,0,0
ParlaMint-HU-en_2014-05-12-meta.tsv,2014-05-12,0,0
ParlaMint-HU-en_2014-05-13-meta.tsv,2014-05-13,0,0
ParlaMint-HU-en_2014-05-26-meta.tsv,2014-05-26,0,0
ParlaMint-HU-en_2014-06-02-meta.tsv,2014-06-02,0,0
ParlaMint-HU-en_2014-06-06-meta.tsv,2014-06-06,4,1
ParlaMint-HU-en_2014-06-10-meta.tsv,2014-06-10,24,29
ParlaMint-HU-en_2014-06-11-meta.tsv,2014-06-11,16,21
ParlaMint-HU-en_2014-06-19-meta.tsv,2014-06-19,28,34
ParlaMint-HU-en_2014-06-23-meta.tsv,2014-06-23,27,34
ParlaMint-HU-en_2014-06-30-meta.tsv,2014-06-30,27,32
ParlaMint-HU-en_2014-07-04-meta.tsv,2014-07-04,24,26
ParlaMint-HU-en_2014-09-15-meta.tsv,2014-09-15,28,34
ParlaMint-HU-en_2014-09-16-meta.tsv,2014-09-16,14,17
ParlaMint-HU-en_2014-09-24-meta.tsv,2014-09-24,29,28
ParlaMint-HU-en_2014-09-26-meta.tsv,2014-09-26,19,20
ParlaMint-HU-en_2014-10-13-meta.tsv,2014-10-13,22,29
ParlaMint-HU-en_2014-10-14-meta.tsv,2014-10-14,10,22
ParlaMint-HU-en_2014-10-20-meta.tsv,2014-10-20,34,32
ParlaMint-HU-en_2014-10-27-meta.tsv,2014-10-27,27,31
ParlaMint-HU-en_2014-10-28-meta.tsv,2014-10-28,20,28
ParlaMint-HU-en_2014-11-03-meta.tsv,2014-11-03,31,37
ParlaMint-HU-en_2014-11-10-meta.tsv,2014-11-10,31,36
ParlaMint-HU-en_2014-11-11-meta.tsv,2014-11-11,16,19
ParlaMint-HU-en_2014-11-17-meta.tsv,2014-11-17,28,30
ParlaMint-HU-en_2014-11-18-meta.tsv,2014-11-18,11,14
ParlaMint-HU-en_2014-11-19-meta.tsv,2014-11-19,28,18
ParlaMint-HU-en_2014-11-20-meta.tsv,2014-11-20,30,30
ParlaMint-HU-en_2014-11-21-meta.tsv,2014-11-21,19,26
ParlaMint-HU-en_2014-11-24-meta.tsv,2014-11-24,25,33
ParlaMint-HU-en_2014-11-25-meta.tsv,2014-11-25,20,25
ParlaMint-HU-en_2014-11-26-meta.tsv,2014-11-26,8,15
ParlaMint-HU-en_2014-12-01-meta.tsv,2014-12-01,29,29
ParlaMint-HU-en_2014-12-02-meta.tsv,2014-12-02,10,23
ParlaMint-HU-en_2014-12-03-meta.tsv,2014-12-03,32,33
ParlaMint-HU-en_2014-12-08-meta.tsv,2014-12-08,36,37
ParlaMint-HU-en_2014-12-09-meta.tsv,2014-12-09,14,18
ParlaMint-HU-en_2014-12-10-meta.tsv,2014-12-10,5,22
ParlaMint-HU-en_2014-12-15-meta.tsv,2014-12-15,34,33
ParlaMint-HU-en_2014-12-16-meta.tsv,2014-12-16,26,27
ParlaMint-HU-en_2014-12-23-1-meta.tsv,2014-12-23,3,3
ParlaMint-HU-en_2014-12-23-2-meta.tsv,2014-12-23,23,27
