Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-02-05-lower	ParlaMint-NO_2002-02-05-lower.ana.ud1249e37	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-05	2002-02-05	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-05	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-05-lower	ParlaMint-NO_2002-02-05-lower.ana.ud1249e40	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-05	2002-02-05	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-05	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OVA	Vaksdal, Øyvind	M	1955	
ParlaMint-NO-en_2002-02-05-lower	ParlaMint-NO_2002-02-05-lower.ana.ud1249e55	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-05	2002-02-05	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-05	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-05-lower	ParlaMint-NO_2002-02-05-lower.ana.ud1249e145	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-05	2002-02-05	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-05	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-05-lower	ParlaMint-NO_2002-02-05-lower.ana.ud1249e155	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-05	2002-02-05	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-05	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-02-05-lower	ParlaMint-NO_2002-02-05-lower.ana.ud1249e166	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-02-05	2002-02-05	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-02-05	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
