Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e74	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e90	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.RUI	Rui, Anne Helen	F	1950	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e102	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e113	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e127	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e143	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Regular	MP	notMinister	H	Høyre	Coalition	Centre-right	person.PETL	Løvik, Petter	M	1949	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e154	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-05-28-upper	ParlaMint-NO_2002-05-28-upper.ana.ud526e165	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-05-28	2002-05-28	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-05-28	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
