Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-01-15-lower	ParlaMint-NO_2002-01-15-lower.ana.ud2598e42	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-15	2002-01-15	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-15	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2002-01-15-lower	ParlaMint-NO_2002-01-15-lower.ana.ud2598e132	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-15	2002-01-15	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-15	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
ParlaMint-NO-en_2002-01-15-lower	ParlaMint-NO_2002-01-15-lower.ana.ud2598e142	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-15	2002-01-15	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-15	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.BB	Brørby, Berit	F	1950	
