Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e31	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e34	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.GUO	Olsen, Gunn	F	1952	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e39	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e53	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.AESO	Sortevik, Arne	M	1947	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e63	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e73	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e80	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e121	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
ParlaMint-NO-en_2002-04-30-lower	ParlaMint-NO_2002-04-30-lower.ana.ud2363e131	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-30	2002-04-30	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-30	-	Reference	English	Chairperson	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.AGV	Valle, Ågot	F	1945	
