Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e47	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e61	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.RUI	Rui, Anne Helen	F	1950	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e88	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e91	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.PEOW	Width, Per Ove	M	1939	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e114	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e135	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e149	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e165	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.RUI	Rui, Anne Helen	F	1950	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e187	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2002-04-29-upper	ParlaMint-NO_2002-04-29-upper.ana.ud2172e198	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-04-29	2002-04-29	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-04-29	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
