Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-03-22-upper	ParlaMint-NO_2002-03-22-upper.ana.ud598e74	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-03-22	2002-03-22	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-03-22	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-03-22-upper	ParlaMint-NO_2002-03-22-upper.ana.ud598e90	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-03-22	2002-03-22	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-03-22	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-03-22-upper	ParlaMint-NO_2002-03-22-upper.ana.ud598e106	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-03-22	2002-03-22	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-03-22	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
ParlaMint-NO-en_2002-03-22-upper	ParlaMint-NO_2002-03-22-upper.ana.ud598e122	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-03-22	2002-03-22	Upper house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-03-22	-	Reference	English	Chairperson	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.OH	Holten, Odd	M	1940	
