Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e32	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e37	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TG	Giske, Trond	M	1966	
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e42	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e54	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OAS	Starrfelt, Oddbjørg Ausdal	F	1948	
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e73	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OAS	Starrfelt, Oddbjørg Ausdal	F	1948	
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e312	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OAS	Starrfelt, Oddbjørg Ausdal	F	1948	
ParlaMint-NO-en_2002-01-31-lower	ParlaMint-NO_2002-01-31-lower.ana.ud1449e322	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2001-2002, Sitting day 2002-01-31	2002-01-31	Lower house	Term 2001-2005	Session 2001-2002	-	Sitting day 2002-01-31	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.OAS	Starrfelt, Oddbjørg Ausdal	F	1948	
