Session,Date,Left,Centre,Right
ParlaMint-ES-CT-en_2015-10-26-0101-meta.tsv,2015-10-26,2,0,0
ParlaMint-ES-CT-en_2015-11-09-0301-meta.tsv,2015-11-09,4,0,4
ParlaMint-ES-CT-en_2015-11-10-0302-meta.tsv,2015-11-10,4,0,2
ParlaMint-ES-CT-en_2015-11-12-0303-meta.tsv,2015-11-12,4,0,2
ParlaMint-ES-CT-en_2015-11-19-0401-meta.tsv,2015-11-19,3,0,3
ParlaMint-ES-CT-en_2016-01-07-0501-meta.tsv,2016-01-07,0,0,0
ParlaMint-ES-CT-en_2016-01-10-0601-meta.tsv,2016-01-10,4,0,2
ParlaMint-ES-CT-en_2016-01-20-0701-meta.tsv,2016-01-20,11,0,9
ParlaMint-ES-CT-en_2016-02-03-0801-meta.tsv,2016-02-03,17,0,12
ParlaMint-ES-CT-en_2016-02-17-0901-meta.tsv,2016-02-17,21,0,16
ParlaMint-ES-CT-en_2016-03-02-1001-meta.tsv,2016-03-02,14,0,11
ParlaMint-ES-CT-en_2016-03-03-1002-meta.tsv,2016-03-03,15,0,14
ParlaMint-ES-CT-en_2016-03-09-1101-meta.tsv,2016-03-09,6,0,2
ParlaMint-ES-CT-en_2016-03-10-1102-meta.tsv,2016-03-10,4,0,2
ParlaMint-ES-CT-en_2016-03-16-1201-meta.tsv,2016-03-16,15,0,12
ParlaMint-ES-CT-en_2016-03-17-1202-meta.tsv,2016-03-17,11,0,12
ParlaMint-ES-CT-en_2016-04-06-1301-meta.tsv,2016-04-06,16,0,14
ParlaMint-ES-CT-en_2016-04-07-1302-meta.tsv,2016-04-07,20,0,13
ParlaMint-ES-CT-en_2016-04-20-1401-meta.tsv,2016-04-20,17,0,8
ParlaMint-ES-CT-en_2016-04-21-1402-meta.tsv,2016-04-21,14,0,13
ParlaMint-ES-CT-en_2016-05-04-1501-meta.tsv,2016-05-04,14,0,11
ParlaMint-ES-CT-en_2016-05-05-1502-meta.tsv,2016-05-05,24,0,17
ParlaMint-ES-CT-en_2016-05-18-1601-meta.tsv,2016-05-18,14,0,9
ParlaMint-ES-CT-en_2016-05-19-1602-meta.tsv,2016-05-19,18,0,17
ParlaMint-ES-CT-en_2016-06-01-1701-meta.tsv,2016-06-01,18,0,15
ParlaMint-ES-CT-en_2016-06-02-1702-meta.tsv,2016-06-02,22,0,15
ParlaMint-ES-CT-en_2016-06-08-1801-meta.tsv,2016-06-08,6,0,4
ParlaMint-ES-CT-en_2016-06-09-1802-meta.tsv,2016-06-09,8,0,7
ParlaMint-ES-CT-en_2016-06-29-1901-meta.tsv,2016-06-29,17,0,12
ParlaMint-ES-CT-en_2016-06-30-1902-meta.tsv,2016-06-30,17,0,13
ParlaMint-ES-CT-en_2016-07-13-2001-meta.tsv,2016-07-13,19,0,13
ParlaMint-ES-CT-en_2016-07-14-2002-meta.tsv,2016-07-14,18,0,16
ParlaMint-ES-CT-en_2016-07-26-2101-meta.tsv,2016-07-26,4,0,3
ParlaMint-ES-CT-en_2016-07-27-2102-meta.tsv,2016-07-27,23,0,15
ParlaMint-ES-CT-en_2016-07-27-2103-meta.tsv,2016-07-27,25,0,16
ParlaMint-ES-CT-en_2016-09-28-2201-meta.tsv,2016-09-28,1,0,0
ParlaMint-ES-CT-en_2016-09-29-2202-meta.tsv,2016-09-29,5,0,3
ParlaMint-ES-CT-en_2016-10-05-2301-meta.tsv,2016-10-05,5,0,3
ParlaMint-ES-CT-en_2016-10-06-2302-meta.tsv,2016-10-06,6,0,2
ParlaMint-ES-CT-en_2016-10-18-2401-meta.tsv,2016-10-18,3,0,3
ParlaMint-ES-CT-en_2016-10-19-2402-meta.tsv,2016-10-19,17,0,14
ParlaMint-ES-CT-en_2016-10-20-2403-meta.tsv,2016-10-20,19,0,14
ParlaMint-ES-CT-en_2016-11-09-2501-meta.tsv,2016-11-09,18,0,15
ParlaMint-ES-CT-en_2016-11-10-2502-meta.tsv,2016-11-10,20,0,12
ParlaMint-ES-CT-en_2016-11-30-2601-meta.tsv,2016-11-30,20,0,14
ParlaMint-ES-CT-en_2016-12-01-2602-meta.tsv,2016-12-01,20,0,15
ParlaMint-ES-CT-en_2016-12-20-2701-meta.tsv,2016-12-20,3,0,2
ParlaMint-ES-CT-en_2016-12-21-2702-meta.tsv,2016-12-21,20,0,16
ParlaMint-ES-CT-en_2016-12-22-2703-meta.tsv,2016-12-22,18,0,14
ParlaMint-ES-CT-en_2017-01-25-2801-meta.tsv,2017-01-25,19,0,13
ParlaMint-ES-CT-en_2017-01-26-2802-meta.tsv,2017-01-26,21,0,16
ParlaMint-ES-CT-en_2017-02-08-2901-meta.tsv,2017-02-08,19,0,12
ParlaMint-ES-CT-en_2017-02-09-2902-meta.tsv,2017-02-09,19,0,13
ParlaMint-ES-CT-en_2017-02-22-3001-meta.tsv,2017-02-22,17,0,10
ParlaMint-ES-CT-en_2017-02-23-3002-meta.tsv,2017-02-23,18,0,14
ParlaMint-ES-CT-en_2017-03-08-3101-meta.tsv,2017-03-08,18,0,15
ParlaMint-ES-CT-en_2017-03-09-3102-meta.tsv,2017-03-09,15,0,14
ParlaMint-ES-CT-en_2017-03-21-3201-meta.tsv,2017-03-21,3,0,3
ParlaMint-ES-CT-en_2017-03-22-3202-meta.tsv,2017-03-22,15,0,10
ParlaMint-ES-CT-en_2017-03-23-3203-meta.tsv,2017-03-23,21,0,15
ParlaMint-ES-CT-en_2017-04-05-3301-meta.tsv,2017-04-05,19,0,13
ParlaMint-ES-CT-en_2017-04-06-3302-meta.tsv,2017-04-06,18,0,15
