Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	SantangeloVincenzo	Santangelo, Vincenzo	M	1972	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	SantangeloVincenzo	Santangelo, Vincenzo	M	1972	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	SantangeloVincenzo	Santangelo, Vincenzo	M	1972	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	SantangeloVincenzo	Santangelo, Vincenzo	M	1972	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	AirolaAlberto	Airola, Alberto	M	1970	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	AirolaAlberto	Airola, Alberto	M	1970	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114	ParlaMint-IT_2013-10-01-LEG17-Senato-sed-114.ana.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 114, Day (2013-10-01)	2013-10-01	Upper house	17 Legislatura	-	-	114 Seduta	-	Reference	English	Chairperson	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	GrassoPietro	Grasso, Pietro	M	1945	
