Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Regular	MP	notMinister	NCD	Nuovo Centrodestra	Coalition	Centre to centre-right	AzzolliniAntonio	Azzollini, Antonio	M	1953	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	CarraroFranco	Carraro, Franco	M	1939	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	CarraroFranco	Carraro, Franco	M	1939	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	RomaniMaurizio	Romani, Maurizio	M	1954	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	MalanLucio	Malan, Lucio	M	1960	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Regular	MP	notMinister	PdL	Il Popolo della Libertà	-	Centre-right	MalanLucio	Malan, Lucio	M	1960	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2013-12-12-LEG17-Senato-sed-151	ParlaMint-IT_2013-12-12-LEG17-Senato-sed-151.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 151, Day (2013-12-12)	2013-12-12	Upper house	17 Legislatura	-	-	151 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
