Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2021-02-16-027-XXVII-NRSITZ-00084	ParlaMint-AT_2021-02-16-027-XXVII-NRSITZ-00084_d7e460	Sitting Number 84, Legislative period XXVII, Tuesday, 16. February 2021	2021-02-16	Lower house	Legislative period XXVII	-	-	Sitting 84	-	COVID	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2021-02-16-027-XXVII-NRSITZ-00084	ParlaMint-AT_2021-02-16-027-XXVII-NRSITZ-00084_d7e509	Sitting Number 84, Legislative period XXVII, Tuesday, 16. February 2021	2021-02-16	Lower house	Legislative period XXVII	-	-	Sitting 84	-	COVID	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2021-02-16-027-XXVII-NRSITZ-00084	ParlaMint-AT_2021-02-16-027-XXVII-NRSITZ-00084_d7e646	Sitting Number 84, Legislative period XXVII, Tuesday, 16. February 2021	2021-02-16	Lower house	Legislative period XXVII	-	-	Sitting 84	-	COVID	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2021-02-16-027-XXVII-NRSITZ-00084	ParlaMint-AT_2021-02-16-027-XXVII-NRSITZ-00084_d7e677	Sitting Number 84, Legislative period XXVII, Tuesday, 16. February 2021	2021-02-16	Lower house	Legislative period XXVII	-	-	Sitting 84	-	COVID	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2021-02-16-027-XXVII-NRSITZ-00084	ParlaMint-AT_2021-02-16-027-XXVII-NRSITZ-00084_d7e701	Sitting Number 84, Legislative period XXVII, Tuesday, 16. February 2021	2021-02-16	Lower house	Legislative period XXVII	-	-	Sitting 84	-	COVID	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
ParlaMint-AT-en_2021-02-16-027-XXVII-NRSITZ-00084	ParlaMint-AT_2021-02-16-027-XXVII-NRSITZ-00084_d7e733	Sitting Number 84, Legislative period XXVII, Tuesday, 16. February 2021	2021-02-16	Lower house	Legislative period XXVII	-	-	Sitting 84	-	COVID	English	Chairperson	MP	notMinister	SPÖ	parliamentary group of the Social Democratic Party of Austria	Opposition	Centre-left	PAD_00145	Bures, Doris	F	1962	
