Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Regular	notMP	Minister	-	-	-	-	MarcelChladek	Chládek, Marcel	M	-	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	RomKostrica.1949	Kostřica, Rom	M	1949	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JiriZlatuska.1957	Zlatuška, Jiří	M	1957	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelRais.1949	Rais, Karel	M	1949	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	RomKostrica.1949	Kostřica, Rom	M	1949	
ParlaMint-CZ-en_2014-12-11-ps2013-023-07-002-058	ParlaMint-CZ_2014-12-11-ps2013-023-07-002-058.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-11	2014-12-11	Lower house	ps2013	-	ps2013/023	ps2013/023/07	ps2013/023/058	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
