Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	LadislavOklestek.1961	Okleštěk, Ladislav	M	1961	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u12	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	LadislavOklestek.1961	Okleštěk, Ladislav	M	1961	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u13	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u14	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	LudvikHovorka.1963	Hovorka, Ludvík	M	1963	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u15	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u16	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u17	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u18	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IvanPilny.1944	Pilný, Ivan	M	1944	
ParlaMint-CZ-en_2014-10-01-ps2013-017-09-008-180	ParlaMint-CZ_2014-10-01-ps2013-017-09-008-180.u19	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-01	2014-10-01	Lower house	ps2013	-	ps2013/017	ps2013/017/09	ps2013/017/180	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
