Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	RomKostrica.1949	Kostřica, Rom	M	1949	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	DanaVahalova.1966	Váhalová, Dana	F	1966	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	DanaVahalova.1966	Váhalová, Dana	F	1966	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-17-ps2013-010-05-004-064	ParlaMint-CZ_2014-06-17-ps2013-010-05-004-064.u12	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-17	2014-06-17	Lower house	ps2013	-	ps2013/010	ps2013/010/05	ps2013/010/064	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
