Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Regular	notMP	Minister	-	-	-	-	MichaelaMarksova.1969	Marksová, Michaela	F	1969	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	ZdenekSoukup.1952	Soukup, Zdeněk	M	1952	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	JanFarsky.1979	Farský, Jan	M	1979	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	NinaNovakova.1954	Nováková, Nina	F	1954	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	HelenaLangsadlova.1963	Langšádlová, Helena	F	1963	
ParlaMint-CZ-en_2014-10-31-ps2013-019-07-002-003	ParlaMint-CZ_2014-10-31-ps2013-019-07-002-003.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-10-31	2014-10-31	Lower house	ps2013	-	ps2013/019	ps2013/019/07	ps2013/019/003	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
