Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	MilanChovanec.1970	Chovanec, Milan	M	1970	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2014-06-11-ps2013-010-02-010-013	ParlaMint-CZ_2014-06-11-ps2013-010-02-010-013.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-11	2014-06-11	Lower house	ps2013	-	ps2013/010	ps2013/010/02	ps2013/010/013	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
