Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	ZdenekSyblik.1956	Syblík, Zdeněk	M	1956	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekLaudat.1960	Laudát, František	M	1960	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Regular	MP	Minister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarianJurecka.1981	Jurečka, Marian	M	1981	
ParlaMint-CZ-en_2014-12-10-ps2013-023-06-005-083	ParlaMint-CZ_2014-12-10-ps2013-023-06-005-083.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-12-10	2014-12-10	Lower house	ps2013	-	ps2013/023	ps2013/023/06	ps2013/023/083	Reference	English	Chairperson	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
