Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaFischerova.1955	Fischerová, Jana	F	1955	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	Opposition	Left to far-left	KaterinaKonecna.1981	Konečná, Kateřina	F	1981	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Regular	MP	Minister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	LubomirZaoralek.1956	Zaorálek, Lubomír	M	1956	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanaFischerova.1955	Fischerová, Jana	F	1955	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-005-048	ParlaMint-CZ_2014-05-06-ps2013-008-03-005-048.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/048	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
