Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	VaclavVotava.1956	Votava, Václav	M	1956	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanVolny.1959	Volný, Jan	M	1959	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2014-07-15-ps2013-012-01-003-002	ParlaMint-CZ_2014-07-15-ps2013-012-01-003-002.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-07-15	2014-07-15	Lower house	ps2013	-	ps2013/012	ps2013/012/01	ps2013/012/002	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
