Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Regular	notMP	Minister	-	-	-	-	SvatoplukNemecek.1972	Němeček, Svatopluk	M	1972	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RostislavVyzula.1952	Vyzula, Rostislav	M	1952	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	LeosHeger.1948	Heger, Leoš	M	1948	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	LudvikHovorka.1963	Hovorka, Ludvík	M	1963	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	IgorNykl.1963	Nykl, Igor	M	1963	
ParlaMint-CZ-en_2014-03-20-ps2013-007-03-007-054	ParlaMint-CZ_2014-03-20-ps2013-007-03-007-054.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-03-20	2014-03-20	Lower house	ps2013	-	ps2013/007	ps2013/007/03	ps2013/007/054	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
