Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Regular	notMP	Minister	-	-	-	-	SvatoplukNemecek.1972	Němeček, Svatopluk	M	1972	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelRais.1949	Rais, Karel	M	1949	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	LeosHeger.1948	Heger, Leoš	M	1948	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	PavelHolik.1957	Holík, Pavel	M	1957	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KarelRais.1949	Rais, Karel	M	1949	
ParlaMint-CZ-en_2014-05-06-ps2013-008-03-004-090	ParlaMint-CZ_2014-05-06-ps2013-008-03-004-090.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-05-06	2014-05-06	Lower house	ps2013	-	ps2013/008	ps2013/008/03	ps2013/008/090	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
