Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u1	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u2	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinStropnicky.1956	Stropnický, Martin	M	1956	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u3	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u4	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	IgorJakubcik.1967	Jakubčík, Igor	M	1967	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u5	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u6	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	IgorJakubcik.1967	Jakubčík, Igor	M	1967	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u7	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u8	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	IgorJakubcik.1967	Jakubčík, Igor	M	1967	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u9	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u10	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinStropnicky.1956	Stropnický, Martin	M	1956	
ParlaMint-CZ-en_2014-06-18-ps2013-010-06-012-095	ParlaMint-CZ_2014-06-18-ps2013-010-06-012-095.u11	Parliament of the Czech Republic, Chamber of Deputies, 2014-06-18	2014-06-18	Lower house	ps2013	-	ps2013/010	ps2013/010/06	ps2013/010/095	Reference	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JaroslavaPokornaJermanova.1970	Pokorná Jermanová, Jaroslava	F	1970	
